Exp,Site,Hole,Core,Type,Sect,Top(cm),Depth CSF-A (m),NGR total counts (cps)
317,U1351,A,1,H,1,0,0,19.135
317,U1351,A,1,H,1,10,0.1,20.246
317,U1351,A,1,H,1,20,0.2,23.219
317,U1351,A,1,H,1,30,0.3,24.343
317,U1351,A,1,H,1,40,0.4,24.777
317,U1351,A,1,H,1,50,0.5,25.463
317,U1351,A,1,H,1,60,0.6,23.91
317,U1351,A,1,H,2,0,1.5,26.781
317,U1351,A,1,H,2,10,1.6,27.988
317,U1351,A,1,H,2,20,1.7,30.086
317,U1351,A,1,H,2,30,1.8,31.146
317,U1351,A,1,H,2,40,1.9,31.05
317,U1351,A,1,H,2,50,2,32.083
317,U1351,A,1,H,2,60,2.1,32.345
317,U1351,A,1,H,2,70,2.2,31.828
317,U1351,A,1,H,2,80,2.3,32.255
317,U1351,A,1,H,2,90,2.4,29.11
317,U1351,A,2,H,1,0,2.7,21.421
317,U1351,A,2,H,1,10,2.8,22.64
317,U1351,A,2,H,1,20,2.9,28.109
317,U1351,A,2,H,1,30,3,32.276
317,U1351,A,2,H,1,40,3.1,31.95
317,U1351,A,2,H,1,50,3.2,32.464
317,U1351,A,2,H,2,0,4.2,50.828
317,U1351,A,2,H,2,10,4.3,54.374
317,U1351,A,2,H,2,20,4.4,59.293
317,U1351,A,2,H,2,30,4.5,59.903
317,U1351,A,2,H,2,40,4.6,57.04
317,U1351,A,2,H,2,50,4.7,55.52
317,U1351,A,2,H,2,60,4.8,54.355
317,U1351,A,2,H,2,70,4.9,53.452
317,U1351,A,2,H,2,80,5,50.758
317,U1351,A,2,H,2,90,5.1,49.685
317,U1351,A,2,H,2,100,5.2,55.003
317,U1351,A,2,H,2,110,5.3,61.42
317,U1351,A,2,H,2,120,5.4,61.579
317,U1351,A,2,H,2,130,5.5,59.532
317,U1351,A,2,H,2,140,5.6,56.989
317,U1351,A,2,H,2,150,5.7,53.34
317,U1351,A,2,H,3,0,5.7,52.521
317,U1351,A,2,H,3,10,5.8,54.955
317,U1351,A,2,H,3,20,5.9,58.299
317,U1351,A,2,H,3,30,6,59.303
317,U1351,A,2,H,3,40,6.1,59.52
317,U1351,A,2,H,3,50,6.2,60.12
317,U1351,A,2,H,3,60,6.3,60.062
317,U1351,A,2,H,3,70,6.4,61.898
317,U1351,A,2,H,3,80,6.5,60.645
317,U1351,A,2,H,3,90,6.6,60.988
317,U1351,A,2,H,3,100,6.7,60.516
317,U1351,A,2,H,3,110,6.8,59.931
317,U1351,A,2,H,3,120,6.9,54.405
317,U1351,A,2,H,4,0,7.2,52.535
317,U1351,A,2,H,4,10,7.3,55.275
317,U1351,A,2,H,4,20,7.4,58.896
317,U1351,A,2,H,4,30,7.5,61.019
317,U1351,A,2,H,4,40,7.6,58.767
317,U1351,A,2,H,4,50,7.7,59.44
317,U1351,A,2,H,4,60,7.8,58.038
317,U1351,A,2,H,4,70,7.9,57.588
317,U1351,A,2,H,4,80,8,57.935
317,U1351,A,2,H,4,90,8.1,59.875
317,U1351,A,2,H,4,100,8.2,60.183
317,U1351,A,2,H,4,110,8.3,60.093
317,U1351,A,2,H,4,120,8.4,56.622
317,U1351,A,2,H,4,130,8.5,54.484
317,U1351,A,2,H,4,140,8.6,45.04
317,U1351,A,2,H,5,0,8.7,53.928
317,U1351,A,2,H,5,10,8.8,54.737
317,U1351,A,2,H,5,20,8.9,58.283
317,U1351,A,2,H,5,30,9,59.466
317,U1351,A,2,H,5,40,9.1,58.563
317,U1351,A,2,H,5,50,9.2,59.053
317,U1351,A,2,H,5,60,9.3,58.788
317,U1351,A,2,H,5,70,9.4,59.172
317,U1351,A,2,H,5,80,9.5,56.615
317,U1351,A,2,H,5,90,9.6,56.465
317,U1351,A,2,H,5,100,9.7,57.92
317,U1351,A,2,H,5,110,9.8,55.749
317,U1351,A,2,H,5,120,9.9,46.621
317,U1351,A,2,H,6,0,10.2,49.128
317,U1351,A,2,H,6,10,10.3,52.615
317,U1351,A,2,H,6,20,10.4,57.626
317,U1351,A,2,H,6,30,10.5,57.333
317,U1351,A,2,H,6,40,10.6,54.83
317,U1351,A,2,H,6,50,10.7,54.263
317,U1351,A,2,H,6,60,10.8,54.675
317,U1351,A,2,H,6,70,10.9,54.632
317,U1351,A,2,H,6,80,11,55.118
317,U1351,A,2,H,6,90,11.1,54.467
317,U1351,A,3,H,1,0,12.2,45.235
317,U1351,A,3,H,1,10,12.3,44.12
317,U1351,A,3,H,1,20,12.4,47.106
317,U1351,A,3,H,1,30,12.5,50.813
317,U1351,A,3,H,1,40,12.6,52.94
317,U1351,A,3,H,1,50,12.7,53.29
317,U1351,A,3,H,1,60,12.8,46.303
317,U1351,A,3,H,2,0,13.7,41.381
317,U1351,A,3,H,2,10,13.8,42.805
317,U1351,A,3,H,2,20,13.9,44.546
317,U1351,A,3,H,2,30,14,43.979
317,U1351,A,3,H,2,40,14.1,46.39
317,U1351,A,3,H,2,50,14.2,84.946
317,U1351,A,3,H,3,0,15.2,33.388
317,U1351,A,3,H,3,10,15.3,31.494
317,U1351,A,3,H,3,20,15.4,30.256
317,U1351,A,3,H,3,30,15.5,25.666
317,U1351,A,3,H,3,40,15.6,19.82
317,U1351,A,3,H,3,50,15.7,17.32
317,U1351,A,3,H,3,60,15.8,18.175
317,U1351,A,3,H,3,70,15.9,24.975
317,U1351,A,3,H,3,80,16,35.728
317,U1351,A,3,H,3,90,16.1,42.751
317,U1351,A,3,H,3,100,16.2,48.546
317,U1351,A,3,H,3,110,16.3,52.189
317,U1351,A,3,H,3,120,16.4,43.764
317,U1351,A,3,H,4,0,16.7,41.295
317,U1351,A,3,H,4,10,16.8,45.984
317,U1351,A,3,H,4,20,16.9,55.849
317,U1351,A,3,H,4,30,17,63.713
317,U1351,A,3,H,4,40,17.1,64.74
317,U1351,A,3,H,4,50,17.2,65.83
317,U1351,A,3,H,4,60,17.3,66.135
317,U1351,A,3,H,4,70,17.4,67.155
317,U1351,A,3,H,4,80,17.5,66.501
317,U1351,A,3,H,4,90,17.6,64.024
317,U1351,A,3,H,4,100,17.7,63.104
317,U1351,A,4,H,1,0,18.2,8.941
317,U1351,A,4,H,1,10,18.3,9.015
317,U1351,A,4,H,1,20,18.4,13.019
317,U1351,A,4,H,1,30,18.5,15.323
317,U1351,A,4,H,1,40,18.6,23.063
317,U1351,A,4,H,1,50,18.7,42.347
317,U1351,A,4,H,1,60,18.8,48.819
317,U1351,A,4,H,2,0,19.7,46.721
317,U1351,A,4,H,2,10,19.8,48.942
317,U1351,A,4,H,2,20,19.9,53.423
317,U1351,A,4,H,2,30,20,55.679
317,U1351,A,4,H,2,40,20.1,55.54
317,U1351,A,4,H,2,50,20.2,57.23
317,U1351,A,4,H,2,60,20.3,57.205
317,U1351,A,4,H,2,70,20.4,56.205
317,U1351,A,4,H,2,80,20.5,54.095
317,U1351,A,4,H,2,90,20.6,54.511
317,U1351,A,4,H,2,100,20.7,56.006
317,U1351,A,4,H,2,110,20.8,52.193
317,U1351,A,4,H,2,120,20.9,49.002
317,U1351,A,4,H,2,130,21,49.912
317,U1351,A,4,H,2,140,21.1,48.741
317,U1351,A,4,H,2,150,21.2,48.793
317,U1351,A,4,H,3,0,21.2,51.348
317,U1351,A,4,H,3,10,21.3,55.264
317,U1351,A,4,H,3,20,21.4,60.599
317,U1351,A,4,H,3,30,21.5,59.476
317,U1351,A,4,H,3,40,21.6,49.157
317,U1351,A,4,H,3,50,21.7,43.41
317,U1351,A,4,H,3,60,21.8,50.998
317,U1351,A,4,H,3,70,21.9,56.388
317,U1351,A,4,H,3,80,22,55.481
317,U1351,A,4,H,3,90,22.1,53.018
317,U1351,A,4,H,3,100,22.2,52.126
317,U1351,A,4,H,3,110,22.3,57.279
317,U1351,A,4,H,3,120,22.4,59.105
317,U1351,A,4,H,4,0,22.7,55.428
317,U1351,A,4,H,4,10,22.8,58.788
317,U1351,A,4,H,4,20,22.9,65.429
317,U1351,A,4,H,4,30,23,66.653
317,U1351,A,4,H,4,40,23.1,62.243
317,U1351,A,4,H,4,50,23.2,60.557
317,U1351,A,4,H,4,60,23.3,60.678
317,U1351,A,4,H,4,70,23.4,62.702
317,U1351,A,4,H,4,80,23.5,63.561
317,U1351,A,4,H,4,90,23.6,64.935
317,U1351,A,4,H,4,100,23.7,64.98
317,U1351,A,4,H,4,110,23.8,66.58
317,U1351,A,4,H,4,120,23.9,64.039
317,U1351,A,4,H,4,130,24,65.991
317,U1351,A,4,H,4,140,24.1,59.84
317,U1351,A,4,H,5,0,24.2,68.135
317,U1351,A,4,H,5,10,24.3,68.983
317,U1351,A,4,H,5,20,24.4,74.167
317,U1351,A,4,H,5,30,24.5,71.638
317,U1351,A,4,H,5,0,24.2,68.135
317,U1351,A,4,H,5,10,24.3,68.983
317,U1351,A,4,H,5,20,24.4,74.167
317,U1351,A,4,H,5,30,24.5,71.638
317,U1351,A,4,H,5,0,24.2,68.135
317,U1351,A,4,H,5,10,24.3,68.983
317,U1351,A,4,H,5,20,24.4,74.167
317,U1351,A,4,H,5,30,24.5,71.638
317,U1351,A,4,H,5,0,24.2,68.135
317,U1351,A,4,H,5,10,24.3,68.983
317,U1351,A,4,H,5,20,24.4,74.167
317,U1351,A,4,H,5,30,24.5,71.638
317,U1351,A,4,H,5,0,24.2,68.135
317,U1351,A,4,H,5,10,24.3,68.983
317,U1351,A,4,H,5,20,24.4,74.167
317,U1351,A,4,H,5,30,24.5,71.638
317,U1351,A,4,H,5,0,24.2,68.135
317,U1351,A,4,H,5,10,24.3,68.983
317,U1351,A,4,H,5,20,24.4,74.167
317,U1351,A,4,H,5,30,24.5,71.638
317,U1351,A,4,H,5,0,24.2,68.135
317,U1351,A,4,H,5,10,24.3,68.983
317,U1351,A,4,H,5,20,24.4,74.167
317,U1351,A,4,H,5,30,24.5,71.638
317,U1351,A,4,H,5,0,24.2,68.135
317,U1351,A,4,H,5,10,24.3,68.983
317,U1351,A,4,H,5,20,24.4,74.167
317,U1351,A,4,H,5,30,24.5,71.638
317,U1351,A,5,H,1,0,25.1,7.455
317,U1351,A,5,H,1,10,25.2,9.109
317,U1351,A,5,H,1,20,25.3,10.226
317,U1351,A,5,H,1,30,25.4,11.246
317,U1351,A,5,H,1,40,25.5,12.363
317,U1351,A,5,H,1,50,25.6,12.608
317,U1351,A,5,H,1,60,25.7,12.883
317,U1351,A,5,H,2,0,26.6,36.748
317,U1351,A,5,H,2,10,26.7,39.39
317,U1351,A,5,H,2,20,26.8,45.476
317,U1351,A,5,H,2,30,26.9,47.173
317,U1351,A,5,H,2,40,27,44.203
317,U1351,A,5,H,2,50,27.1,40.379
317,U1351,A,5,H,2,60,27.2,32.797
317,U1351,A,6,H,1,0,27.5,11.981
317,U1351,A,6,H,1,10,27.6,14.269
317,U1351,A,6,H,1,20,27.7,22.566
317,U1351,A,6,H,1,30,27.8,32.859
317,U1351,A,6,H,1,40,27.9,34.106
317,U1351,A,6,H,1,50,28,28.4
317,U1351,B,1,H,1,0,0,12.242
317,U1351,B,1,H,1,10,0.1,12.73
317,U1351,B,1,H,1,20,0.2,14.023
317,U1351,B,1,H,1,30,0.3,14.153
317,U1351,B,1,H,1,40,0.4,15.095
317,U1351,B,1,H,1,50,0.5,15.62
317,U1351,B,1,H,1,60,0.6,15.128
317,U1351,B,1,H,1,70,0.7,15.139
317,U1351,B,1,H,1,80,0.8,15.336
317,U1351,B,1,H,1,90,0.9,15.735
317,U1351,B,1,H,1,100,1,16.27
317,U1351,B,1,H,1,110,1.1,16.696
317,U1351,B,1,H,1,120,1.2,16.489
317,U1351,B,1,H,1,130,1.3,16.682
317,U1351,B,1,H,1,140,1.4,15.469
317,U1351,B,1,H,1,150,1.5,14.013
317,U1351,B,1,H,1,0,0,12.242
317,U1351,B,1,H,1,10,0.1,12.73
317,U1351,B,1,H,1,20,0.2,14.023
317,U1351,B,1,H,1,30,0.3,14.153
317,U1351,B,1,H,1,40,0.4,15.095
317,U1351,B,1,H,1,50,0.5,15.62
317,U1351,B,1,H,1,60,0.6,15.128
317,U1351,B,1,H,1,70,0.7,15.139
317,U1351,B,1,H,1,80,0.8,15.336
317,U1351,B,1,H,1,90,0.9,15.735
317,U1351,B,1,H,1,100,1,16.27
317,U1351,B,1,H,1,110,1.1,16.696
317,U1351,B,1,H,1,120,1.2,16.489
317,U1351,B,1,H,1,130,1.3,16.682
317,U1351,B,1,H,1,140,1.4,15.469
317,U1351,B,1,H,1,150,1.5,14.013
317,U1351,B,1,H,1,0,0,12.735
317,U1351,B,1,H,1,10,0.1,12.815
317,U1351,B,1,H,1,20,0.2,13.743
317,U1351,B,1,H,1,30,0.3,14.339
317,U1351,B,1,H,1,40,0.4,15.73
317,U1351,B,1,H,1,50,0.5,15.34
317,U1351,B,1,H,1,60,0.6,15.182
317,U1351,B,1,H,1,70,0.7,14.998
317,U1351,B,1,H,1,80,0.8,15.698
317,U1351,B,1,H,1,90,0.9,16.108
317,U1351,B,1,H,1,100,1,16.83
317,U1351,B,1,H,1,110,1.1,16.773
317,U1351,B,1,H,1,120,1.2,16.189
317,U1351,B,1,H,1,130,1.3,16.266
317,U1351,B,1,H,1,140,1.4,15.558
317,U1351,B,1,H,1,150,1.5,13.613
317,U1351,B,1,H,1,0,0,12.242
317,U1351,B,1,H,1,10,0.1,12.73
317,U1351,B,1,H,1,20,0.2,14.023
317,U1351,B,1,H,1,30,0.3,14.153
317,U1351,B,1,H,1,40,0.4,15.095
317,U1351,B,1,H,1,50,0.5,15.62
317,U1351,B,1,H,1,60,0.6,15.128
317,U1351,B,1,H,1,70,0.7,15.139
317,U1351,B,1,H,1,80,0.8,15.336
317,U1351,B,1,H,1,90,0.9,15.735
317,U1351,B,1,H,1,100,1,16.27
317,U1351,B,1,H,1,110,1.1,16.696
317,U1351,B,1,H,1,120,1.2,16.489
317,U1351,B,1,H,1,130,1.3,16.682
317,U1351,B,1,H,1,140,1.4,15.469
317,U1351,B,1,H,1,150,1.5,14.013
317,U1351,B,1,H,1,0,0,12.735
317,U1351,B,1,H,1,10,0.1,12.815
317,U1351,B,1,H,1,20,0.2,13.743
317,U1351,B,1,H,1,30,0.3,14.339
317,U1351,B,1,H,1,40,0.4,15.73
317,U1351,B,1,H,1,50,0.5,15.34
317,U1351,B,1,H,1,60,0.6,15.182
317,U1351,B,1,H,1,70,0.7,14.998
317,U1351,B,1,H,1,80,0.8,15.698
317,U1351,B,1,H,1,90,0.9,16.108
317,U1351,B,1,H,1,100,1,16.83
317,U1351,B,1,H,1,110,1.1,16.773
317,U1351,B,1,H,1,120,1.2,16.189
317,U1351,B,1,H,1,130,1.3,16.266
317,U1351,B,1,H,1,140,1.4,15.558
317,U1351,B,1,H,1,150,1.5,13.613
317,U1351,B,1,H,1,0,0,12.242
317,U1351,B,1,H,1,10,0.1,12.73
317,U1351,B,1,H,1,20,0.2,14.023
317,U1351,B,1,H,1,30,0.3,14.153
317,U1351,B,1,H,1,40,0.4,15.095
317,U1351,B,1,H,1,50,0.5,15.62
317,U1351,B,1,H,1,60,0.6,15.128
317,U1351,B,1,H,1,70,0.7,15.139
317,U1351,B,1,H,1,80,0.8,15.336
317,U1351,B,1,H,1,90,0.9,15.735
317,U1351,B,1,H,1,100,1,16.27
317,U1351,B,1,H,1,110,1.1,16.696
317,U1351,B,1,H,1,120,1.2,16.489
317,U1351,B,1,H,1,130,1.3,16.682
317,U1351,B,1,H,1,140,1.4,15.469
317,U1351,B,1,H,1,150,1.5,14.013
317,U1351,B,1,H,1,0,0,12.242
317,U1351,B,1,H,1,10,0.1,12.73
317,U1351,B,1,H,1,20,0.2,14.023
317,U1351,B,1,H,1,30,0.3,14.153
317,U1351,B,1,H,1,40,0.4,15.095
317,U1351,B,1,H,1,50,0.5,15.62
317,U1351,B,1,H,1,60,0.6,15.128
317,U1351,B,1,H,1,70,0.7,15.139
317,U1351,B,1,H,1,80,0.8,15.336
317,U1351,B,1,H,1,90,0.9,15.735
317,U1351,B,1,H,1,100,1,16.27
317,U1351,B,1,H,1,110,1.1,16.696
317,U1351,B,1,H,1,120,1.2,16.489
317,U1351,B,1,H,1,130,1.3,16.682
317,U1351,B,1,H,1,140,1.4,15.469
317,U1351,B,1,H,1,150,1.5,14.013
317,U1351,B,1,H,1,0,0,12.735
317,U1351,B,1,H,1,10,0.1,12.815
317,U1351,B,1,H,1,20,0.2,13.743
317,U1351,B,1,H,1,30,0.3,14.339
317,U1351,B,1,H,1,40,0.4,15.73
317,U1351,B,1,H,1,50,0.5,15.34
317,U1351,B,1,H,1,60,0.6,15.182
317,U1351,B,1,H,1,70,0.7,14.998
317,U1351,B,1,H,1,80,0.8,15.698
317,U1351,B,1,H,1,90,0.9,16.108
317,U1351,B,1,H,1,100,1,16.83
317,U1351,B,1,H,1,110,1.1,16.773
317,U1351,B,1,H,1,120,1.2,16.189
317,U1351,B,1,H,1,130,1.3,16.266
317,U1351,B,1,H,1,140,1.4,15.558
317,U1351,B,1,H,1,150,1.5,13.613
317,U1351,B,1,H,1,0,0,12.735
317,U1351,B,1,H,1,10,0.1,12.815
317,U1351,B,1,H,1,20,0.2,13.743
317,U1351,B,1,H,1,30,0.3,14.339
317,U1351,B,1,H,1,40,0.4,15.73
317,U1351,B,1,H,1,50,0.5,15.34
317,U1351,B,1,H,1,60,0.6,15.182
317,U1351,B,1,H,1,70,0.7,14.998
317,U1351,B,1,H,1,80,0.8,15.698
317,U1351,B,1,H,1,90,0.9,16.108
317,U1351,B,1,H,1,100,1,16.83
317,U1351,B,1,H,1,110,1.1,16.773
317,U1351,B,1,H,1,120,1.2,16.189
317,U1351,B,1,H,1,130,1.3,16.266
317,U1351,B,1,H,1,140,1.4,15.558
317,U1351,B,1,H,1,150,1.5,13.613
317,U1351,B,1,H,1,0,0,20.261
317,U1351,B,1,H,1,10,0.1,20.235
317,U1351,B,1,H,1,20,0.2,23.379
317,U1351,B,1,H,1,30,0.3,25.346
317,U1351,B,1,H,1,40,0.4,26.433
317,U1351,B,1,H,1,50,0.5,26.44
317,U1351,B,1,H,1,60,0.6,25.845
317,U1351,B,1,H,1,70,0.7,27.212
317,U1351,B,1,H,1,80,0.8,27.195
317,U1351,B,1,H,1,90,0.9,27.748
317,U1351,B,1,H,1,100,1,29.5
317,U1351,B,1,H,1,110,1.1,29.383
317,U1351,B,1,H,1,120,1.2,29.452
317,U1351,B,1,H,1,130,1.3,29.399
317,U1351,B,1,H,1,140,1.4,28.573
317,U1351,B,1,H,1,150,1.5,25.913
317,U1351,B,1,H,1,0,0,12.735
317,U1351,B,1,H,1,10,0.1,12.815
317,U1351,B,1,H,1,20,0.2,13.743
317,U1351,B,1,H,1,30,0.3,14.339
317,U1351,B,1,H,1,40,0.4,15.73
317,U1351,B,1,H,1,50,0.5,15.34
317,U1351,B,1,H,1,60,0.6,15.182
317,U1351,B,1,H,1,70,0.7,14.998
317,U1351,B,1,H,1,80,0.8,15.698
317,U1351,B,1,H,1,90,0.9,16.108
317,U1351,B,1,H,1,100,1,16.83
317,U1351,B,1,H,1,110,1.1,16.773
317,U1351,B,1,H,1,120,1.2,16.189
317,U1351,B,1,H,1,130,1.3,16.266
317,U1351,B,1,H,1,140,1.4,15.558
317,U1351,B,1,H,1,150,1.5,13.613
317,U1351,B,1,H,2,0,1.5,15.323
317,U1351,B,1,H,2,10,1.6,15.969
317,U1351,B,1,H,2,20,1.7,18.158
317,U1351,B,1,H,2,30,1.8,18.687
317,U1351,B,1,H,2,40,1.9,18.513
317,U1351,B,1,H,2,50,2,18.298
317,U1351,B,1,H,2,60,2.1,18.346
317,U1351,B,1,H,2,70,2.2,18.204
317,U1351,B,1,H,2,80,2.3,17.667
317,U1351,B,1,H,2,90,2.4,18.33
317,U1351,B,1,H,2,100,2.5,18.328
317,U1351,B,1,H,2,110,2.6,18.525
317,U1351,B,1,H,2,120,2.7,17.572
317,U1351,B,1,H,2,130,2.8,16.273
317,U1351,B,1,H,2,140,2.9,13.464
317,U1351,B,1,H,2,150,3,11.452
317,U1351,B,1,H,2,0,1.5,28.788
317,U1351,B,1,H,2,10,1.6,28.784
317,U1351,B,1,H,2,20,1.7,31.676
317,U1351,B,1,H,2,30,1.8,32.813
317,U1351,B,1,H,2,40,1.9,31.82
317,U1351,B,1,H,2,50,2,32.2
317,U1351,B,1,H,2,60,2.1,31.618
317,U1351,B,1,H,2,70,2.2,32.535
317,U1351,B,1,H,2,80,2.3,33.088
317,U1351,B,1,H,2,90,2.4,32.805
317,U1351,B,1,H,2,100,2.5,34.096
317,U1351,B,1,H,2,110,2.6,33.963
317,U1351,B,1,H,2,120,2.7,32.672
317,U1351,B,1,H,2,130,2.8,30.209
317,U1351,B,1,H,2,140,2.9,25.913
317,U1351,B,1,H,2,150,3,19.727
317,U1351,B,1,H,2,0,1.5,15.323
317,U1351,B,1,H,2,10,1.6,15.969
317,U1351,B,1,H,2,20,1.7,18.158
317,U1351,B,1,H,2,30,1.8,18.687
317,U1351,B,1,H,2,40,1.9,18.513
317,U1351,B,1,H,2,50,2,18.298
317,U1351,B,1,H,2,60,2.1,18.346
317,U1351,B,1,H,2,70,2.2,18.204
317,U1351,B,1,H,2,80,2.3,17.667
317,U1351,B,1,H,2,90,2.4,18.33
317,U1351,B,1,H,2,100,2.5,18.328
317,U1351,B,1,H,2,110,2.6,18.525
317,U1351,B,1,H,2,120,2.7,17.572
317,U1351,B,1,H,2,130,2.8,16.273
317,U1351,B,1,H,2,140,2.9,13.464
317,U1351,B,1,H,2,150,3,11.452
317,U1351,B,1,H,2,0,1.5,15.323
317,U1351,B,1,H,2,10,1.6,15.969
317,U1351,B,1,H,2,20,1.7,18.158
317,U1351,B,1,H,2,30,1.8,18.687
317,U1351,B,1,H,2,40,1.9,18.513
317,U1351,B,1,H,2,50,2,18.298
317,U1351,B,1,H,2,60,2.1,18.346
317,U1351,B,1,H,2,70,2.2,18.204
317,U1351,B,1,H,2,80,2.3,17.667
317,U1351,B,1,H,2,90,2.4,18.33
317,U1351,B,1,H,2,100,2.5,18.328
317,U1351,B,1,H,2,110,2.6,18.525
317,U1351,B,1,H,2,120,2.7,17.572
317,U1351,B,1,H,2,130,2.8,16.273
317,U1351,B,1,H,2,140,2.9,13.464
317,U1351,B,1,H,2,150,3,11.452
317,U1351,B,1,H,2,0,1.5,15.323
317,U1351,B,1,H,2,10,1.6,15.969
317,U1351,B,1,H,2,20,1.7,18.158
317,U1351,B,1,H,2,30,1.8,18.687
317,U1351,B,1,H,2,40,1.9,18.513
317,U1351,B,1,H,2,50,2,18.298
317,U1351,B,1,H,2,60,2.1,18.346
317,U1351,B,1,H,2,70,2.2,18.204
317,U1351,B,1,H,2,80,2.3,17.667
317,U1351,B,1,H,2,90,2.4,18.33
317,U1351,B,1,H,2,100,2.5,18.328
317,U1351,B,1,H,2,110,2.6,18.525
317,U1351,B,1,H,2,120,2.7,17.572
317,U1351,B,1,H,2,130,2.8,16.273
317,U1351,B,1,H,2,140,2.9,13.464
317,U1351,B,1,H,2,150,3,11.452
317,U1351,B,1,H,2,0,1.5,15.323
317,U1351,B,1,H,2,10,1.6,15.969
317,U1351,B,1,H,2,20,1.7,18.158
317,U1351,B,1,H,2,30,1.8,18.687
317,U1351,B,1,H,2,40,1.9,18.513
317,U1351,B,1,H,2,50,2,18.298
317,U1351,B,1,H,2,60,2.1,18.346
317,U1351,B,1,H,2,70,2.2,18.204
317,U1351,B,1,H,2,80,2.3,17.667
317,U1351,B,1,H,2,90,2.4,18.33
317,U1351,B,1,H,2,100,2.5,18.328
317,U1351,B,1,H,2,110,2.6,18.525
317,U1351,B,1,H,2,120,2.7,17.572
317,U1351,B,1,H,2,130,2.8,16.273
317,U1351,B,1,H,2,140,2.9,13.464
317,U1351,B,1,H,2,150,3,11.452
317,U1351,B,1,H,3,0,3,17.742
317,U1351,B,1,H,3,10,3.1,23.265
317,U1351,B,1,H,3,20,3.2,28.411
317,U1351,B,1,H,3,30,3.3,29.721
317,U1351,B,1,H,3,40,3.4,31.999
317,U1351,B,1,H,3,50,3.5,32.182
317,U1351,B,1,H,3,60,3.6,31.658
317,U1351,B,1,H,3,70,3.7,31.223
317,U1351,B,1,H,3,80,3.8,30.506
317,U1351,B,1,H,3,90,3.9,30.465
317,U1351,B,1,H,3,100,4,30.245
317,U1351,B,1,H,3,110,4.1,29.457
317,U1351,B,1,H,3,120,4.2,27.474
317,U1351,B,1,H,3,130,4.3,25.679
317,U1351,B,1,H,3,140,4.4,25.142
317,U1351,B,1,H,3,150,4.5,22.794
317,U1351,B,1,H,3,0,3,17.742
317,U1351,B,1,H,3,10,3.1,23.265
317,U1351,B,1,H,3,20,3.2,28.411
317,U1351,B,1,H,3,30,3.3,29.721
317,U1351,B,1,H,3,40,3.4,31.999
317,U1351,B,1,H,3,50,3.5,32.182
317,U1351,B,1,H,3,60,3.6,31.658
317,U1351,B,1,H,3,70,3.7,31.223
317,U1351,B,1,H,3,80,3.8,30.506
317,U1351,B,1,H,3,90,3.9,30.465
317,U1351,B,1,H,3,100,4,30.245
317,U1351,B,1,H,3,110,4.1,29.457
317,U1351,B,1,H,3,120,4.2,27.474
317,U1351,B,1,H,3,130,4.3,25.679
317,U1351,B,1,H,3,140,4.4,25.142
317,U1351,B,1,H,3,150,4.5,22.794
317,U1351,B,1,H,3,0,3,32.155
317,U1351,B,1,H,3,10,3.1,41.348
317,U1351,B,1,H,3,20,3.2,51.129
317,U1351,B,1,H,3,30,3.3,53.143
317,U1351,B,1,H,3,40,3.4,55.073
317,U1351,B,1,H,3,50,3.5,58.307
317,U1351,B,1,H,3,60,3.6,58.232
317,U1351,B,1,H,3,70,3.7,58.202
317,U1351,B,1,H,3,80,3.8,56.165
317,U1351,B,1,H,3,90,3.9,56.081
317,U1351,B,1,H,3,100,4,56.42
317,U1351,B,1,H,3,110,4.1,53.85
317,U1351,B,1,H,3,120,4.2,50.169
317,U1351,B,1,H,3,130,4.3,47.816
317,U1351,B,1,H,3,140,4.4,47.775
317,U1351,B,1,H,3,150,4.5,46.613
317,U1351,B,1,H,3,0,3,17.742
317,U1351,B,1,H,3,10,3.1,23.265
317,U1351,B,1,H,3,20,3.2,28.411
317,U1351,B,1,H,3,30,3.3,29.721
317,U1351,B,1,H,3,40,3.4,31.999
317,U1351,B,1,H,3,50,3.5,32.182
317,U1351,B,1,H,3,60,3.6,31.658
317,U1351,B,1,H,3,70,3.7,31.223
317,U1351,B,1,H,3,80,3.8,30.506
317,U1351,B,1,H,3,90,3.9,30.465
317,U1351,B,1,H,3,100,4,30.245
317,U1351,B,1,H,3,110,4.1,29.457
317,U1351,B,1,H,3,120,4.2,27.474
317,U1351,B,1,H,3,130,4.3,25.679
317,U1351,B,1,H,3,140,4.4,25.142
317,U1351,B,1,H,3,150,4.5,22.794
317,U1351,B,1,H,3,0,3,17.742
317,U1351,B,1,H,3,10,3.1,23.265
317,U1351,B,1,H,3,20,3.2,28.411
317,U1351,B,1,H,3,30,3.3,29.721
317,U1351,B,1,H,3,40,3.4,31.999
317,U1351,B,1,H,3,50,3.5,32.182
317,U1351,B,1,H,3,60,3.6,31.658
317,U1351,B,1,H,3,70,3.7,31.223
317,U1351,B,1,H,3,80,3.8,30.506
317,U1351,B,1,H,3,90,3.9,30.465
317,U1351,B,1,H,3,100,4,30.245
317,U1351,B,1,H,3,110,4.1,29.457
317,U1351,B,1,H,3,120,4.2,27.474
317,U1351,B,1,H,3,130,4.3,25.679
317,U1351,B,1,H,3,140,4.4,25.142
317,U1351,B,1,H,3,150,4.5,22.794
317,U1351,B,1,H,3,0,3,17.742
317,U1351,B,1,H,3,10,3.1,23.265
317,U1351,B,1,H,3,20,3.2,28.411
317,U1351,B,1,H,3,30,3.3,29.721
