Exp,Site,Hole,Core,Type,Sect,Top(cm),Depth CSF-A (m),Reflectance L*,Reflectance a*,Reflectance b*
317,U1352,B,62,X,3,4.7,536.147,50.3,-1,0.9
317,U1352,B,62,X,3,9.7,536.197,41.1,-0.7,0
317,U1352,B,62,X,3,14.7,536.247,47.1,-0.7,0.3
317,U1352,B,62,X,3,19.7,536.297,50,-0.7,0.3
317,U1352,B,62,X,3,24.7,536.347,48.6,-0.9,0.7
317,U1352,B,62,X,3,29.7,536.397,46.5,-0.6,0.2
317,U1352,B,62,X,3,34.8,536.448,40.3,-0.8,0.5
317,U1352,B,62,X,3,39.8,536.498,39.5,-0.6,-0.2
317,U1352,B,62,X,3,44.8,536.548,45.2,-0.7,0.5
317,U1352,B,62,X,3,49.8,536.598,42.2,-0.6,0.2
317,U1352,B,62,X,3,54.8,536.648,48.2,-0.9,0.6
317,U1352,B,62,X,3,59.8,536.698,45.5,-0.5,0.2
317,U1352,B,62,X,3,64.8,536.748,49.6,-0.8,0.2
317,U1352,B,62,X,3,69.9,536.799,43.4,-0.8,-0.5
317,U1352,B,62,X,3,74.9,536.849,47,-0.9,0.3
317,U1352,B,62,X,3,79.9,536.899,46.3,-0.6,0.1
317,U1352,B,62,X,3,84.9,536.949,47.3,-0.6,0.4
317,U1352,B,62,X,3,89.9,536.999,43.1,-0.4,0
317,U1352,B,62,X,3,94.9,537.049,48.1,-0.7,0.9
317,U1352,B,62,X,3,99.9,537.099,36.8,-0.3,-0.6
317,U1352,B,62,X,3,104.9,537.149,41.5,-0.7,-0.1
317,U1352,B,62,X,3,110,537.2,44.2,-0.9,0.3
317,U1352,B,62,X,3,115,537.25,46.2,-0.9,0.4
317,U1352,B,62,X,3,120,537.3,46.9,-1,0.6
317,U1352,B,62,X,3,125,537.35,43.9,-0.6,0.3
317,U1352,B,62,X,3,130,537.4,49.1,-0.8,0.8
317,U1352,B,62,X,3,135,537.45,51.8,-0.8,0.9
317,U1352,B,62,X,3,140,537.5,50.8,-1,0.7
317,U1352,B,62,X,3,145,537.55,49,-1.1,1
317,U1352,B,62,X,4,4.7,537.647,39.1,-0.3,-0.2
317,U1352,B,62,X,4,9.7,537.697,46.8,-0.7,0.6
317,U1352,B,62,X,4,14.7,537.747,43.8,-0.9,0.7
317,U1352,B,62,X,4,19.7,537.797,43.7,-0.8,-0.1
317,U1352,B,62,X,4,24.7,537.847,50.1,-1.2,1.5
317,U1352,B,62,X,4,29.8,537.898,41.5,-0.8,0.3
317,U1352,B,62,X,4,34.8,537.948,43.2,-1.1,1
317,U1352,B,62,X,4,39.8,537.998,36.5,-0.1,-0.8
317,U1352,B,62,X,4,44.8,538.048,41.7,-1,0.4
317,U1352,B,62,X,4,49.8,538.098,44,-1.1,0.4
317,U1352,B,62,X,4,54.8,538.148,42.6,-1.1,0.3
317,U1352,B,62,X,4,59.8,538.198,44.4,-0.8,0.5
317,U1352,B,62,X,4,64.8,538.248,41,-0.6,-0.4
317,U1352,B,62,X,4,69.9,538.299,42,-0.6,-0.5
317,U1352,B,62,X,4,74.9,538.349,45.7,-0.8,-0.1
317,U1352,B,62,X,4,79.9,538.399,43.4,-1.2,0.3
317,U1352,B,62,X,4,84.9,538.449,43.8,-0.9,0
317,U1352,B,62,X,4,89.9,538.499,40.1,-0.8,-0.6
317,U1352,B,62,X,4,94.9,538.549,37.3,-0.1,-1.4
317,U1352,B,62,X,4,99.9,538.599,48.5,-0.7,-0.1
317,U1352,B,62,X,4,104.9,538.649,42.2,-0.8,-0.1
317,U1352,B,62,X,4,110,538.7,35.6,-0.1,-1.4
317,U1352,B,62,X,4,115,538.75,42.7,-0.4,-0.7
317,U1352,B,62,X,4,120,538.8,41.2,-0.7,-0.7
317,U1352,B,62,X,4,125,538.85,39.6,-0.3,-1.3
317,U1352,B,62,X,4,130,538.9,49.5,-0.5,-0.2
317,U1352,B,62,X,4,135,538.95,45.7,-0.3,-0.7
317,U1352,B,62,X,4,140,539,48.1,-0.6,0
317,U1352,B,62,X,4,145,539.05,48.2,-1,0.4
317,U1352,B,62,X,5,4.7,539.147,47.9,-0.7,-0.1
317,U1352,B,62,X,5,9.7,539.197,50.6,-1,0.7
317,U1352,B,62,X,5,14.7,539.247,44.8,-0.4,-0.1
317,U1352,B,62,X,5,19.7,539.297,49.4,-0.7,0.1
317,U1352,B,62,X,5,24.7,539.347,42.8,-1.1,0.1
317,U1352,B,62,X,5,29.7,539.397,42.6,-0.8,-0.2
317,U1352,B,62,X,5,34.8,539.448,52.8,-0.9,0.5
317,U1352,B,62,X,5,39.8,539.498,41.6,-1,0.1
317,U1352,B,62,X,5,44.8,539.548,43.5,-1,0.1
317,U1352,B,62,X,5,49.8,539.598,51.6,-1,0.4
317,U1352,B,62,X,5,54.8,539.648,42.6,-1.1,0
317,U1352,B,62,X,5,59.8,539.698,44.6,-1.2,0.4
317,U1352,B,62,X,5,64.8,539.748,43.8,-1,0.3
317,U1352,B,62,X,5,69.8,539.798,42.5,-0.9,0.3
317,U1352,B,62,X,5,74.9,539.849,42.3,-1.1,0.5
317,U1352,B,62,X,5,79.9,539.899,35.5,0.3,-1.9
317,U1352,B,62,X,5,84.9,539.949,41.8,-0.9,0.1
317,U1352,B,62,X,5,89.9,539.999,41.7,-0.9,-0.3
317,U1352,B,62,X,5,94.9,540.049,44.5,-0.9,0.1
317,U1352,B,62,X,5,99.9,540.099,44.9,-0.8,-0.1
317,U1352,B,62,X,5,104.9,540.149,47.4,-0.7,0
317,U1352,B,62,X,5,110,540.2,47.9,-1.2,0.2
317,U1352,B,62,X,5,115,540.25,42.3,-1,-0.6
317,U1352,B,62,X,5,120,540.3,47.6,-1.5,0.5
317,U1352,B,62,X,5,125,540.35,48.9,-1.1,0.3
317,U1352,B,62,X,5,130,540.4,53.4,-1,0.3
317,U1352,B,62,X,5,135,540.45,52,-1.1,0.3
317,U1352,B,62,X,5,140,540.5,48.5,-0.9,0
317,U1352,B,62,X,5,145,540.55,49.7,-1,0.4
317,U1352,B,62,X,6,4.8,540.648,48.1,-0.5,0
317,U1352,B,62,X,6,9.8,540.698,50.7,-0.7,0.3
317,U1352,B,62,X,6,14.8,540.748,40.8,-0.4,-0.4
317,U1352,B,62,X,6,19.9,540.799,53.2,-0.9,0
317,U1352,B,62,X,6,24.9,540.849,49.2,-1.1,-0.5
317,U1352,B,62,X,6,29.9,540.899,52.3,-1,0.7
317,U1352,B,62,X,6,34.9,540.949,50.5,-1.1,0.3
317,U1352,B,62,X,6,39.9,540.999,51.4,-1.2,0.1
317,U1352,B,62,X,6,44.9,541.049,47.8,-0.7,0.1
317,U1352,B,62,X,6,50,541.1,52.1,-1.3,0.1
317,U1352,B,62,X,6,55,541.15,44.2,-1.2,0.3
317,U1352,B,62,X,6,60,541.2,49.7,-1.2,0.2
317,U1352,B,62,X,6,65,541.25,46.8,-0.5,-0.2
317,U1352,B,62,X,6,70,541.3,48.9,-0.8,0.1
317,U1352,B,62,X,6,75,541.35,52.3,-1.2,0.6
317,U1352,B,62,X,6,80,541.4,34.3,0.5,-2.7
317,U1352,B,62,X,6,85,541.45,46.7,0,-0.8
317,U1352,B,62,X,6,90,541.5,40.9,-0.8,-0.3
317,U1352,B,62,X,7,4.8,541.648,45.9,-0.5,-0.1
317,U1352,B,62,X,7,9.8,541.698,42.1,-0.1,-0.8
317,U1352,B,62,X,7,14.9,541.749,40.1,-0.5,-0.7
317,U1352,B,62,X,7,19.9,541.799,45.5,-1.1,0.3
317,U1352,B,62,X,7,24.9,541.849,43.8,-0.4,-1.2
317,U1352,B,62,X,7,29.9,541.899,40.6,-0.3,-0.5
317,U1352,B,62,X,7,34.9,541.949,39.2,-0.5,-0.8
317,U1352,B,62,X,7,39.9,541.999,43,-1.1,0.1
317,U1352,B,62,X,7,44.9,542.049,47.4,-0.9,0.1
317,U1352,B,62,X,7,50,542.1,42.8,-0.5,-0.1
317,U1352,B,62,X,7,55,542.15,37.9,-0.3,-1.1
317,U1352,B,62,X,7,60,542.2,37.7,-0.3,-0.3
317,U1352,B,62,X,7,65,542.25,38.4,-0.5,-0.9
317,U1352,B,62,X,7,70,542.3,37.7,0,-1.1
317,U1352,B,62,X,7,75,542.35,41.1,-0.7,0.2
317,U1352,B,62,X,7,80,542.4,45.4,-0.5,-0.5
317,U1352,B,62,X,7,85,542.45,43.4,0,-0.6
317,U1352,B,62,X,7,90,542.5,39.5,-0.6,-0.4
317,U1352,B,62,X,CC,5,542.63,39.8,0.1,-1
317,U1352,B,62,X,CC,10,542.68,41.6,-0.2,-0.4
317,U1352,B,62,X,CC,15,542.73,42.6,0.1,-0.5
317,U1352,B,62,X,CC,20,542.78,34.6,0.9,-1.8
317,U1352,B,62,X,CC,25,542.83,40.5,-0.2,0.1
317,U1352,B,63,X,1,4.7,542.747,49,-0.4,-0.2
317,U1352,B,63,X,1,9.7,542.797,48.3,-0.9,0.2
317,U1352,B,63,X,1,14.7,542.847,44.3,-0.8,-0.6
317,U1352,B,63,X,1,19.7,542.897,47.4,-0.7,-0.1
317,U1352,B,63,X,1,24.7,542.947,48.6,-0.5,-0.2
317,U1352,B,63,X,1,29.7,542.997,48,-0.6,-0.1
317,U1352,B,63,X,1,34.8,543.048,38.8,-0.3,-1
317,U1352,B,63,X,1,39.8,543.098,48.7,-0.5,0.1
317,U1352,B,63,X,1,44.8,543.148,44.5,0.1,-0.8
317,U1352,B,63,X,1,49.8,543.198,45.4,0,-0.7
317,U1352,B,63,X,1,54.8,543.248,44.2,-0.2,-0.8
317,U1352,B,63,X,1,59.8,543.298,38.3,0.1,-1.4
317,U1352,B,63,X,1,64.8,543.348,38.7,-0.2,-2
317,U1352,B,63,X,1,69.9,543.399,40.7,0.2,-1.8
317,U1352,B,63,X,1,74.9,543.449,48,-0.4,-0.5
317,U1352,B,63,X,1,79.9,543.499,38.6,0,-2.3
317,U1352,B,63,X,1,84.9,543.549,46.3,-0.9,-0.6
317,U1352,B,63,X,1,89.9,543.599,41.1,-0.2,-1
317,U1352,B,63,X,1,94.9,543.649,40.2,-0.3,-0.9
317,U1352,B,63,X,1,99.9,543.699,45.6,-0.8,-0.5
317,U1352,B,63,X,1,104.9,543.749,41.7,-0.4,-1.5
317,U1352,B,63,X,1,109.9,543.799,39.5,-0.3,-1.3
317,U1352,B,63,X,1,115,543.85,46.6,-1.1,-0.2
317,U1352,B,63,X,1,120,543.9,45.9,-0.8,-1.3
317,U1352,B,63,X,1,125,543.95,47.1,-0.4,-0.3
317,U1352,B,63,X,1,130,544,49.2,-0.5,-0.4
317,U1352,B,63,X,1,135,544.05,45.8,-0.6,-0.4
317,U1352,B,63,X,1,140,544.1,50.7,-0.8,-0.4
317,U1352,B,63,X,1,145,544.15,44.6,-0.4,-0.7
317,U1352,B,63,X,2,4.7,544.247,48,-0.7,-0.2
317,U1352,B,63,X,2,9.7,544.297,47.1,-0.3,-0.4
317,U1352,B,63,X,2,14.7,544.347,52.7,-0.8,-0.1
317,U1352,B,63,X,2,19.7,544.397,51.4,-0.7,-0.3
317,U1352,B,63,X,2,24.7,544.447,50,-1.1,0
317,U1352,B,63,X,2,29.7,544.497,45.1,-0.5,-1.1
317,U1352,B,63,X,2,34.8,544.548,49.8,-1.3,0.3
317,U1352,B,63,X,2,39.8,544.598,46.3,-1,-0.2
317,U1352,B,63,X,2,44.8,544.648,48.2,-0.3,-0.8
317,U1352,B,63,X,2,49.8,544.698,51,-0.7,0
317,U1352,B,63,X,2,54.8,544.748,51.2,-0.7,0
317,U1352,B,63,X,2,59.8,544.798,53.8,-0.8,-0.2
317,U1352,B,63,X,2,64.8,544.848,48.9,-0.2,-0.3
317,U1352,B,63,X,2,69.8,544.898,53.2,-0.6,-0.1
317,U1352,B,63,X,2,74.9,544.949,49.1,-0.8,-0.1
317,U1352,B,63,X,2,79.9,544.999,49.4,-0.8,-0.3
317,U1352,B,63,X,2,84.9,545.049,51.1,-0.8,-0.9
317,U1352,B,63,X,2,89.9,545.099,51.2,-0.3,-0.1
317,U1352,B,63,X,2,94.9,545.149,51.7,-0.7,0.1
317,U1352,B,63,X,2,99.9,545.199,51.9,-0.8,0.2
317,U1352,B,63,X,2,104.9,545.249,50.2,-0.8,-0.7
317,U1352,B,63,X,2,109.9,545.299,46,-0.4,-0.8
317,U1352,B,63,X,2,115,545.35,50.2,-0.7,0
317,U1352,B,63,X,2,120,545.4,47.1,-0.9,0.2
317,U1352,B,63,X,2,125,545.45,51.5,-0.8,-0.1
317,U1352,B,63,X,2,130,545.5,55.2,-1.2,-0.6
317,U1352,B,63,X,2,135,545.55,51,-0.8,-0.1
317,U1352,B,63,X,2,140,545.6,40.7,-0.4,-0.8
317,U1352,B,63,X,2,145,545.65,47.6,-0.5,0.1
317,U1352,B,63,X,3,4.7,545.747,50.2,-0.3,-0.8
317,U1352,B,63,X,3,9.7,545.797,50.6,-0.6,-0.7
317,U1352,B,63,X,3,14.7,545.847,49.4,-0.5,-0.7
317,U1352,B,63,X,3,19.8,545.898,49.5,-0.3,-1.2
317,U1352,B,63,X,3,24.8,545.948,44,-0.3,-1.2
317,U1352,B,63,X,3,29.8,545.998,49.4,-0.6,-0.7
317,U1352,B,63,X,3,34.8,546.048,37.6,0.2,-1.8
317,U1352,B,63,X,3,39.8,546.098,38.4,0.2,-1.9
317,U1352,B,63,X,3,44.8,546.148,46.8,-0.7,-0.7
317,U1352,B,63,X,3,49.8,546.198,53.2,-0.3,-0.5
317,U1352,B,63,X,3,54.9,546.249,47,-0.2,-0.7
317,U1352,B,63,X,3,59.9,546.299,47.6,-0.5,-0.2
317,U1352,B,63,X,3,64.9,546.349,43.2,0.1,-1.1
317,U1352,B,63,X,3,69.9,546.399,42.9,-0.3,-1.3
317,U1352,B,63,X,3,74.9,546.449,40.2,-0.1,-1.3
317,U1352,B,63,X,3,79.9,546.499,44.5,0,-1
317,U1352,B,63,X,3,84.9,546.549,40.9,-0.1,-1.6
317,U1352,B,63,X,3,89.9,546.599,54.1,-0.8,0
317,U1352,B,63,X,3,94.9,546.649,43.3,-0.5,-2.1
317,U1352,B,63,X,3,100,546.7,44.7,-0.6,-1.3
317,U1352,B,63,X,3,105,546.75,49.6,-0.6,-0.9
317,U1352,B,63,X,3,110,546.8,41.9,0.1,-2.3
317,U1352,B,63,X,3,115,546.85,48.5,-0.1,-0.8
317,U1352,B,63,X,3,120,546.9,43.7,0,-1.4
317,U1352,B,63,X,3,125,546.95,49.6,-0.3,-0.8
317,U1352,B,63,X,3,130,547,52.3,-0.5,-0.3
317,U1352,B,63,X,3,135,547.05,49.6,-0.4,-0.5
317,U1352,B,63,X,4,4.7,547.247,40.3,1.2,-2.9
317,U1352,B,63,X,4,9.7,547.297,51.3,-0.5,-0.3
317,U1352,B,63,X,4,14.7,547.347,44.2,-0.6,-1
317,U1352,B,63,X,4,19.7,547.397,43,-0.6,-0.3
317,U1352,B,63,X,4,24.7,547.447,41.2,0.5,-2.1
317,U1352,B,63,X,4,29.8,547.498,45.4,-0.7,-1.1
317,U1352,B,63,X,4,34.8,547.548,45.3,-0.1,-1.3
317,U1352,B,63,X,4,39.8,547.598,46.1,-0.3,-0.8
317,U1352,B,63,X,4,44.8,547.648,49.8,-0.3,-0.5
317,U1352,B,63,X,4,49.8,547.698,51.5,-0.8,-0.1
317,U1352,B,63,X,4,54.8,547.748,43.4,-0.1,-1.6
317,U1352,B,63,X,4,59.8,547.798,49.5,-0.3,-0.7
317,U1352,B,63,X,4,64.8,547.848,47.2,-0.4,-0.7
317,U1352,B,63,X,4,69.9,547.899,48,-0.8,-1.7
317,U1352,B,63,X,4,74.9,547.949,50.5,-0.4,-0.4
317,U1352,B,63,X,4,79.9,547.999,47.5,-0.7,-0.2
317,U1352,B,63,X,4,84.9,548.049,46.6,-0.1,-1.3
317,U1352,B,63,X,4,89.9,548.099,42.7,-0.4,-1.5
317,U1352,B,63,X,4,94.9,548.149,40.7,-0.1,-1.4
317,U1352,B,63,X,4,99.9,548.199,45.9,-0.2,-1.4
317,U1352,B,63,X,4,104.9,548.249,53.4,-0.5,-0.1
317,U1352,B,63,X,4,110,548.3,48.5,-0.2,-0.1
317,U1352,B,63,X,4,115,548.35,43.5,-0.4,-1.5
317,U1352,B,63,X,4,120,548.4,45.1,-0.3,-1.1
317,U1352,B,63,X,4,125,548.45,48.3,-1,-1.2
317,U1352,B,63,X,4,130,548.5,52.7,-0.6,-1.1
317,U1352,B,63,X,4,135,548.55,51.7,-0.5,-0.8
317,U1352,B,63,X,4,140,548.6,51.5,-0.3,-1
317,U1352,B,63,X,4,145.1,548.651,50.3,-0.5,-0.3
317,U1352,B,63,X,5,4.7,548.747,46.6,0.1,-1
317,U1352,B,63,X,5,9.7,548.797,47.3,-0.3,-0.6
317,U1352,B,63,X,5,14.7,548.847,50.1,-0.3,-0.4
317,U1352,B,63,X,5,19.7,548.897,51,-0.4,-0.7
317,U1352,B,63,X,5,24.7,548.947,45.5,-0.4,-0.5
317,U1352,B,63,X,5,29.8,548.998,44,-0.6,-0.9
317,U1352,B,63,X,5,34.8,549.048,44.8,-0.5,-1.7
317,U1352,B,63,X,5,39.8,549.098,42.4,-0.3,-1.4
317,U1352,B,63,X,5,44.8,549.148,47.3,-0.3,-0.4
317,U1352,B,63,X,5,49.8,549.198,44.5,-0.4,-0.7
317,U1352,B,63,X,5,54.8,549.248,46.2,-0.6,-1.4
317,U1352,B,63,X,5,59.8,549.298,52.3,-0.6,-0.1
317,U1352,B,63,X,5,64.8,549.348,49.5,-0.1,-0.5
317,U1352,B,63,X,5,69.9,549.399,47.8,-0.2,-0.4
317,U1352,B,63,X,5,74.9,549.449,51.3,-0.2,-0.7
317,U1352,B,63,X,5,79.9,549.499,52.5,-0.7,0.2
317,U1352,B,63,X,5,84.9,549.549,45.7,-0.2,-0.4
317,U1352,B,63,X,5,89.9,549.599,43.5,-0.5,-0.6
317,U1352,B,63,X,5,94.9,549.649,49.1,-0.4,-0.8
317,U1352,B,63,X,5,99.9,549.699,54.9,-0.6,-0.1
317,U1352,B,63,X,5,104.9,549.749,51.3,-0.5,-0.5
317,U1352,B,63,X,5,110,549.8,52.2,-0.5,-0.2
317,U1352,B,63,X,5,115,549.85,46.9,-0.1,-0.6
317,U1352,B,63,X,5,120,549.9,44.9,0,-1.7
317,U1352,B,63,X,5,125,549.95,45.8,-0.1,-1.5
317,U1352,B,63,X,5,130,550,52.9,-0.4,-0.3
317,U1352,B,63,X,5,135,550.05,50.8,-0.3,-1
317,U1352,B,63,X,5,140,550.1,50.7,-0.1,-0.7
317,U1352,B,63,X,5,145,550.15,48.2,-0.5,-0.2
317,U1352,B,63,X,6,4.7,550.247,48.3,-0.4,-0.4
317,U1352,B,63,X,6,9.7,550.297,49.3,-0.4,-0.3
317,U1352,B,63,X,6,14.7,550.347,51,-0.5,0.2
317,U1352,B,63,X,6,19.7,550.397,51.4,-0.3,-0.7
317,U1352,B,63,X,6,24.8,550.448,48.7,-0.4,0.2
317,U1352,B,63,X,6,29.8,550.498,53.3,-0.6,-0.9
317,U1352,B,63,X,6,34.8,550.548,49.1,-0.3,-0.3
317,U1352,B,63,X,6,39.8,550.598,44.7,-0.4,0
317,U1352,B,63,X,6,44.8,550.648,40.5,-0.1,-1.6
317,U1352,B,63,X,6,49.8,550.698,43.9,-0.5,-0.4
317,U1352,B,63,X,6,54.8,550.748,44.4,-0.5,-0.9
317,U1352,B,63,X,6,59.8,550.798,51,-0.2,-0.7
317,U1352,B,63,X,6,64.9,550.849,50.4,-0.2,-0.8
317,U1352,B,63,X,6,69.9,550.899,48.2,-0.3,0.2
317,U1352,B,63,X,6,74.9,550.949,46.7,-0.2,-0.6
317,U1352,B,63,X,6,79.9,550.999,50,-0.2,-0.5
317,U1352,B,63,X,6,84.9,551.049,52.1,-0.5,0.1
317,U1352,B,63,X,6,89.9,551.099,40.4,0.1,-1.9
317,U1352,B,63,X,6,94.9,551.149,40.5,0.2,-2.1
317,U1352,B,63,X,6,100,551.2,45.1,0,-0.8
317,U1352,B,63,X,6,105,551.25,41.3,0.3,-1.8
317,U1352,B,63,X,6,110,551.3,45.1,0.1,-1
317,U1352,B,63,X,6,115,551.35,37.9,0.5,-1.7
317,U1352,B,63,X,6,120,551.4,44.4,0,-0.7
317,U1352,B,63,X,6,125,551.45,40.7,0.1,-1.6
317,U1352,B,63,X,6,130,551.5,46.3,-0.2,-0.4
317,U1352,B,63,X,6,135,551.55,46.1,0.1,-1.5
317,U1352,B,63,X,7,4.9,551.649,46.8,0.3,-0.6
317,U1352,B,63,X,7,9.9,551.699,44.1,0.3,-1.3
317,U1352,B,63,X,7,14.9,551.749,39.6,0.7,-2.2
317,U1352,B,63,X,7,20,551.8,46.1,0.3,-1.1
317,U1352,B,63,X,7,25,551.85,47,-0.4,-0.3
317,U1352,B,63,X,7,30,551.9,41.6,0,-0.8
317,U1352,B,63,X,7,35,551.95,44.6,-0.4,-0.7
317,U1352,B,63,X,7,40,552,48.5,-0.1,-0.7
317,U1352,B,63,X,7,45,552.05,51.6,-0.3,-0.4
317,U1352,B,63,X,7,50,552.1,40.7,0.2,-1.3
317,U1352,B,63,X,CC,4.9,552.199,41.9,0.8,-1.8
317,U1352,B,63,X,CC,10,552.25,39.3,0.8,-2.3
317,U1352,B,63,X,CC,15,552.3,47,0.1,-0.5
317,U1352,B,63,X,CC,20,552.35,46.6,0.2,-0.3
317,U1352,B,63,X,CC,25,552.4,47.1,0,0.1
317,U1352,B,63,X,CC,30,552.45,44.8,0.5,-1.5
317,U1352,B,63,X,CC,35,552.5,45.2,0.2,-0.9
317,U1352,B,64,X,1,4.7,552.247,43.4,0.4,-1.6
317,U1352,B,64,X,1,9.7,552.297,49.7,-0.2,-0.7
317,U1352,B,64,X,1,14.7,552.347,46.6,-0.1,-0.3
317,U1352,B,64,X,1,19.7,552.397,41.4,-0.3,0.2
317,U1352,B,64,X,1,24.7,552.447,43.8,-0.2,0
317,U1352,B,64,X,1,29.7,552.497,44.9,0.2,-0.3
317,U1352,B,64,X,1,34.8,552.548,42.2,0.2,-0.8
317,U1352,B,64,X,1,39.8,552.598,39.5,0.1,-0.7
317,U1352,B,64,X,1,44.8,552.648,46.9,-0.5,0.7
317,U1352,B,64,X,1,49.8,552.698,36.4,0.6,-1.1
317,U1352,B,64,X,1,54.8,552.748,49.9,-0.5,1.1
317,U1352,B,64,X,1,59.8,552.798,42.3,-0.1,-0.1
317,U1352,B,64,X,1,64.8,552.848,43.4,-0.8,1.1
317,U1352,B,64,X,1,69.9,552.899,41.2,-0.4,1.1
317,U1352,B,64,X,1,74.9,552.949,37.4,0.1,-0.7
317,U1352,B,64,X,1,79.9,552.999,38.1,0,0.4
317,U1352,B,64,X,1,84.9,553.049,46,-1,1.5
317,U1352,B,64,X,1,89.9,553.099,38.1,0.1,-1.1
317,U1352,B,64,X,1,94.9,553.149,43.2,-0.5,0.5
317,U1352,B,64,X,1,99.9,553.199,45.5,-0.1,0.3
317,U1352,B,64,X,1,104.9,553.249,48.2,-0.6,0.2
317,U1352,B,64,X,1,109.9,553.299,40.8,0.6,-1.4
317,U1352,B,64,X,1,115,553.35,39.7,-0.1,-0.6
317,U1352,B,64,X,1,120,553.4,43.2,-0.7,0.8
317,U1352,B,64,X,1,125,553.45,38.6,0,-0.7
317,U1352,B,64,X,1,130,553.5,40.9,-0.5,0.2
317,U1352,B,64,X,1,135,553.55,43.2,-0.3,0.4
317,U1352,B,64,X,1,140,553.6,50.5,-0.6,0.5
317,U1352,B,64,X,1,145,553.65,49.3,-0.7,1
317,U1352,B,64,X,2,4.7,553.747,41.8,-0.4,-0.5
317,U1352,B,64,X,2,9.7,553.797,46.5,-0.5,-0.5
317,U1352,B,64,X,2,14.7,553.847,45,-0.3,0.3
317,U1352,B,64,X,2,19.7,553.897,42.2,-0.3,-0.2
317,U1352,B,64,X,2,24.7,553.947,40.7,-0.2,-0.3
317,U1352,B,64,X,2,29.7,553.997,37.1,0.5,-1.2
317,U1352,B,64,X,2,34.8,554.048,40.7,0.1,-0.5
317,U1352,B,64,X,2,39.8,554.098,36.1,0.2,-0.6
317,U1352,B,64,X,2,44.8,554.148,35,0.6,-1.4
317,U1352,B,64,X,2,49.8,554.198,42.4,-0.7,1
317,U1352,B,64,X,2,54.8,554.248,37,0.1,0.1
317,U1352,B,64,X,2,59.8,554.298,40.3,-0.1,0.8
317,U1352,B,64,X,2,64.8,554.348,45.6,-0.4,0.9
317,U1352,B,64,X,2,69.8,554.398,43.9,-0.2,0.8
317,U1352,B,64,X,2,74.9,554.449,44.4,-0.3,1.1
317,U1352,B,64,X,2,79.9,554.499,41.1,-0.4,0.5
317,U1352,B,64,X,2,84.9,554.549,40.6,-0.2,0.9
317,U1352,B,64,X,2,89.9,554.599,41.1,-0.2,0.7
317,U1352,B,64,X,2,94.9,554.649,41.4,0.1,-0.3
317,U1352,B,64,X,2,99.9,554.699,50.4,-0.5,0.6
317,U1352,B,64,X,2,104.9,554.749,46.6,-0.1,0
317,U1352,B,64,X,2,110,554.8,44.9,-0.2,0
317,U1352,B,64,X,2,115,554.85,33.4,1.3,-3.6
317,U1352,B,64,X,2,120,554.9,42.7,0.1,-0.7
317,U1352,B,64,X,2,125,554.95,42.2,0,-0.2
317,U1352,B,64,X,2,130,555,45.8,-0.1,-0.1
317,U1352,B,64,X,2,135,555.05,46.9,-0.3,0.6
317,U1352,B,64,X,2,140,555.1,44.9,-0.1,0.1
317,U1352,B,64,X,2,145,555.15,40.9,0.1,-1
317,U1352,B,64,X,3,4.7,555.247,43.9,0.5,-1.7
317,U1352,B,64,X,3,9.7,555.297,43.7,0.3,-1.5
317,U1352,B,64,X,3,14.7,555.347,40.7,1.1,-3.1
317,U1352,B,64,X,3,19.7,555.397,44.2,0.2,-1.4
317,U1352,B,64,X,3,24.7,555.447,46.4,0.2,-0.9
317,U1352,B,64,X,3,29.8,555.498,45.9,0.1,-0.9
317,U1352,B,64,X,3,34.8,555.548,44,0.4,-1.3
317,U1352,B,64,X,3,39.8,555.598,46,0,-0.7
317,U1352,B,64,X,3,44.8,555.648,43.6,0.3,-1.3
317,U1352,B,64,X,3,49.8,555.698,41.7,0.3,-1.4
317,U1352,B,64,X,3,54.8,555.748,43.4,0.3,-1.4
317,U1352,B,64,X,3,59.8,555.798,37.5,0.5,-2.2
317,U1352,B,64,X,3,64.8,555.848,38.5,1,-2.8
317,U1352,B,64,X,3,69.9,555.899,44.1,0.1,-1.1
317,U1352,B,64,X,3,74.9,555.949,38.2,0.9,-2.7
317,U1352,B,64,X,3,79.9,555.999,42.4,0.4,-1.9
317,U1352,B,64,X,3,84.9,556.049,45.9,0.1,-0.9
317,U1352,B,64,X,3,89.9,556.099,45.5,0.2,-1.1
317,U1352,B,64,X,3,94.9,556.149,44.4,0,-0.8
317,U1352,B,64,X,3,99.9,556.199,42.6,0.2,-1.1
317,U1352,B,64,X,3,104.9,556.249,38.3,0.5,-2
317,U1352,B,64,X,3,109.9,556.299,42.7,0.1,-1.2
317,U1352,B,64,X,3,115,556.35,41.7,0.5,-1.7
317,U1352,B,64,X,3,120,556.4,38.9,0.9,-2.8
317,U1352,B,64,X,3,125,556.45,40.6,0.4,-2.1
317,U1352,B,64,X,3,130,556.5,39.4,0.7,-2.7
317,U1352,B,64,X,3,135,556.55,40.5,0.6,-2
317,U1352,B,64,X,3,140,556.6,46.6,0,-0.5
317,U1352,B,64,X,3,145,556.65,41.5,0.2,-0.3
317,U1352,B,64,X,4,4.9,556.749,45.3,-0.2,1.8
317,U1352,B,64,X,4,9.9,556.799,46.2,0.2,1.8
317,U1352,B,64,X,4,14.9,556.849,49.4,0,2.8
317,U1352,B,64,X,4,20,556.9,46.8,0.1,2.8
