Exp,Site,Hole,Core,Type,Sect,Top(cm),Depth CSF-A (m),Porosity (vol%)
317,U1352,C,23,R,2,52,826.12,17.9
317,U1352,C,23,R,2,52,826.12,14.4
317,U1352,C,23,R,2,52,826.12,14.9
317,U1352,C,23,R,CC,11,826.45,36.5
317,U1352,C,24,R,1,73,834.93,37.7
317,U1352,C,24,R,2,74,836.37,15.6
317,U1352,C,24,R,2,74,836.37,17.8
317,U1352,C,24,R,2,74,836.37,15.9
317,U1352,C,25,R,1,47,844.27,18.4
317,U1352,C,25,R,1,47,844.27,20.4
317,U1352,C,25,R,1,47,844.27,18
317,U1352,C,25,R,2,43,845.73,25
317,U1352,C,25,R,2,43,845.73,25.5
317,U1352,C,25,R,2,43,845.73,24.8
317,U1352,C,26,R,1,107,854.47,21.4
317,U1352,C,26,R,1,107,854.47,20.7
317,U1352,C,26,R,1,107,854.47,20.6
317,U1352,C,26,R,2,37,854.95,21.7
317,U1352,C,26,R,2,37,854.95,22.1
317,U1352,C,26,R,2,37,854.95,21.6
317,U1352,C,27,R,1,15,863.15,38.4
317,U1352,C,27,R,1,81,863.81,16
317,U1352,C,27,R,1,81,863.81,17
317,U1352,C,27,R,1,81,863.81,15.8
317,U1352,C,27,R,2,37,864.37,18.4
317,U1352,C,27,R,2,37,864.37,17.2
317,U1352,C,27,R,2,37,864.37,17.4
317,U1352,C,28,R,1,83,873.43,50
317,U1352,C,28,R,2,83,874.74,34.3
317,U1352,C,29,R,2,82,884.05,43.5
317,U1352,C,29,R,3,22,884.55,21.6
317,U1352,C,29,R,3,22,884.55,21.4
317,U1352,C,29,R,3,22,884.55,22
317,U1352,C,30,R,1,32,892.12,21
317,U1352,C,30,R,1,32,892.12,20.4
317,U1352,C,30,R,1,32,892.12,23.3
317,U1352,C,31,R,1,39,901.69,36.1
317,U1352,C,31,R,2,42,903.18,19.6
317,U1352,C,31,R,2,42,903.18,20.7
317,U1352,C,31,R,2,42,903.18,19.3
317,U1352,C,32,R,1,13,911.03,22.2
317,U1352,C,32,R,1,13,911.03,24.8
317,U1352,C,32,R,1,13,911.03,22.8
317,U1352,C,32,R,1,38,911.28,37
317,U1352,C,33,R,1,48,920.98,35.1
317,U1352,C,33,R,1,76,921.26,26.7
317,U1352,C,33,R,1,76,921.26,23.5
317,U1352,C,33,R,1,76,921.26,24.2
317,U1352,C,33,R,3,45,923.7,36.4
317,U1352,C,33,R,3,131,924.56,22.6
317,U1352,C,33,R,3,131,924.56,22
317,U1352,C,33,R,3,131,924.56,24.6
317,U1352,C,34,R,1,46,930.56,38
317,U1352,C,34,R,2,121,932.38,25.9
317,U1352,C,34,R,2,121,932.38,22.4
317,U1352,C,34,R,2,121,932.38,23.2
317,U1352,C,34,R,3,58,933.25,37.6
317,U1352,C,35,R,1,99,940.69,20.6
317,U1352,C,35,R,1,99,940.69,21.3
317,U1352,C,35,R,1,99,940.69,20.4
317,U1352,C,35,R,2,98,942.18,38.5
317,U1352,C,35,R,3,47,943.17,26.3
317,U1352,C,35,R,3,47,943.17,28.8
317,U1352,C,35,R,3,47,943.17,25.4
317,U1352,C,35,R,CC,16,944.3,27.6
317,U1352,C,36,R,1,66,950.06,37.7
317,U1352,C,36,R,2,90,951.8,23.9
317,U1352,C,36,R,2,90,951.8,25.1
317,U1352,C,36,R,2,90,951.8,28.6
317,U1352,C,36,R,3,35,952.75,25.2
317,U1352,C,36,R,3,35,952.75,26.6
317,U1352,C,36,R,3,35,952.75,24.7
317,U1352,C,37,R,1,84,959.84,24.7
317,U1352,C,37,R,1,84,959.84,24.5
317,U1352,C,37,R,1,84,959.84,24.7
317,U1352,C,37,R,2,31,960.72,22.9
317,U1352,C,37,R,2,31,960.72,21.9
317,U1352,C,37,R,2,31,960.72,21.6
317,U1352,C,37,R,3,95,962.61,20.8
317,U1352,C,37,R,3,95,962.61,21.2
317,U1352,C,37,R,3,95,962.61,21.1
317,U1352,C,37,R,4,98,963.84,25.1
317,U1352,C,37,R,4,98,963.84,26.1
317,U1352,C,37,R,4,98,963.84,25.4
317,U1352,C,38,R,1,142,969.92,28.1
317,U1352,C,38,R,1,142,969.92,28
317,U1352,C,38,R,1,142,969.92,28.2
317,U1352,C,38,R,3,7,971.57,25
317,U1352,C,38,R,3,7,971.57,25
317,U1352,C,38,R,3,7,971.57,24.7
317,U1352,C,38,R,5,142,975.92,23.8
317,U1352,C,38,R,5,142,975.92,23.7
317,U1352,C,38,R,5,142,975.92,23
317,U1352,C,38,R,7,41,977.91,25.4
317,U1352,C,38,R,7,41,977.91,23.7
317,U1352,C,38,R,7,41,977.91,23.2
317,U1352,C,39,R,2,20,979.8,21.7
317,U1352,C,39,R,2,20,979.8,21.9
317,U1352,C,39,R,2,20,979.8,22.3
317,U1352,C,39,R,4,127,983.87,23.8
317,U1352,C,39,R,4,127,983.87,23.4
317,U1352,C,39,R,4,127,983.87,23.5
317,U1352,C,39,R,6,87,986.47,28.5
317,U1352,C,39,R,6,87,986.47,26.9
317,U1352,C,39,R,6,87,986.47,26.3
317,U1352,C,40,R,1,57,988.27,20.5
317,U1352,C,40,R,1,57,988.27,20.9
317,U1352,C,40,R,1,57,988.27,20.9
317,U1352,C,40,R,3,98,991.49,22.5
317,U1352,C,40,R,3,98,991.49,22.4
317,U1352,C,40,R,3,98,991.49,22.7
317,U1352,C,41,R,2,117,999.97,24.7
317,U1352,C,41,R,2,117,999.97,22
317,U1352,C,41,R,2,117,999.97,21.2
317,U1352,C,41,R,4,10,1001.9,43.7
317,U1352,C,41,R,6,18,1004.48,25.2
317,U1352,C,41,R,6,18,1004.48,20.5
317,U1352,C,41,R,6,18,1004.48,21.5
317,U1352,C,42,R,1,10,1007,17.5
317,U1352,C,42,R,1,10,1007,16.1
317,U1352,C,42,R,1,10,1007,16.4
317,U1352,C,42,R,2,37,1008.31,27.1
317,U1352,C,42,R,3,13,1009.57,36
317,U1352,C,42,R,3,132,1010.76,20.4
317,U1352,C,42,R,3,132,1010.76,18
317,U1352,C,42,R,3,132,1010.76,18.4
317,U1352,C,43,R,1,70,1017.2,38.8
317,U1352,C,43,R,1,85,1017.35,22.5
317,U1352,C,43,R,1,85,1017.35,18.6
317,U1352,C,43,R,1,85,1017.35,19.4
317,U1352,C,43,R,2,76,1018.69,20.3
317,U1352,C,43,R,2,76,1018.69,19.7
317,U1352,C,43,R,2,76,1018.69,22.7
317,U1352,C,43,R,3,31,1019.24,23.3
317,U1352,C,43,R,3,31,1019.24,24.4
317,U1352,C,43,R,3,31,1019.24,27.8
317,U1352,C,44,R,1,86,1026.96,20
317,U1352,C,44,R,1,86,1026.96,20.5
317,U1352,C,44,R,1,86,1026.96,22.2
317,U1352,C,44,R,3,71,1029.81,23.3
317,U1352,C,44,R,3,71,1029.81,22.9
317,U1352,C,44,R,3,71,1029.81,24.5
317,U1352,C,44,R,4,39,1030.87,24.6
317,U1352,C,44,R,4,39,1030.87,21.6
317,U1352,C,44,R,4,39,1030.87,20.7
317,U1352,C,44,R,5,23,1032.07,24.2
317,U1352,C,44,R,5,23,1032.07,23.8
317,U1352,C,44,R,5,23,1032.07,25.3
317,U1352,C,45,R,1,82,1036.52,38.1
317,U1352,C,45,R,2,93,1038.04,29.4
317,U1352,C,45,R,2,93,1038.04,30.1
317,U1352,C,45,R,2,93,1038.04,29.1
317,U1352,C,45,R,3,33,1038.9,21.5
317,U1352,C,45,R,3,33,1038.9,19.6
317,U1352,C,45,R,3,33,1038.9,19.1
317,U1352,C,46,R,1,38,1045.68,22.1
317,U1352,C,46,R,1,38,1045.68,22.7
317,U1352,C,46,R,1,38,1045.68,21.9
317,U1352,C,46,R,2,19,1046.93,34.1
317,U1352,C,46,R,3,46,1048.7,20.6
317,U1352,C,46,R,3,46,1048.7,19.4
317,U1352,C,46,R,3,46,1048.7,19.6
317,U1352,C,47,R,1,50,1055.4,19.2
317,U1352,C,47,R,1,50,1055.4,20.4
317,U1352,C,47,R,1,50,1055.4,18.9
317,U1352,C,47,R,2,24,1056.42,31.9
317,U1352,C,47,R,3,11,1057.63,19.3
317,U1352,C,47,R,3,11,1057.63,19.5
317,U1352,C,47,R,3,11,1057.63,20.2
317,U1352,C,48,R,1,43,1064.83,31.3
317,U1352,C,48,R,1,61,1065.01,17.5
317,U1352,C,48,R,1,61,1065.01,18.2
317,U1352,C,48,R,1,61,1065.01,21.1
317,U1352,C,48,R,2,29,1066.17,20.2
317,U1352,C,48,R,2,29,1066.17,20.5
317,U1352,C,48,R,2,29,1066.17,21.7
317,U1352,C,48,R,4,6,1068.42,18.8
317,U1352,C,48,R,4,6,1068.42,18.1
317,U1352,C,48,R,4,6,1068.42,18.9
317,U1352,C,49,R,1,104,1074.84,18.1
317,U1352,C,49,R,1,104,1074.84,16.3
317,U1352,C,49,R,1,104,1074.84,15.9
317,U1352,C,49,R,3,51,1077.28,21.1
317,U1352,C,49,R,3,51,1077.28,22.6
317,U1352,C,49,R,3,51,1077.28,20.7
317,U1352,C,49,R,3,63,1077.4,35.7
317,U1352,C,50,R,1,55,1083.85,19.8
317,U1352,C,50,R,1,55,1083.85,21.1
317,U1352,C,50,R,1,55,1083.85,19.5
317,U1352,C,50,R,3,22,1086.52,20.3
317,U1352,C,50,R,3,22,1086.52,19.1
317,U1352,C,50,R,3,22,1086.52,19.3
317,U1352,C,50,R,5,81,1090.11,21.4
317,U1352,C,50,R,5,81,1090.11,22.6
317,U1352,C,50,R,5,81,1090.11,21.7
317,U1352,C,50,R,7,43,1092.73,21.1
317,U1352,C,50,R,7,43,1092.73,20.6
317,U1352,C,50,R,7,43,1092.73,20.7
317,U1352,C,51,R,1,40,1093.3,21.2
317,U1352,C,51,R,1,40,1093.3,21
317,U1352,C,51,R,1,40,1093.3,21.8
317,U1352,C,51,R,3,82,1096.69,21.3
317,U1352,C,51,R,3,82,1096.69,19.2
317,U1352,C,51,R,3,82,1096.69,19.6
317,U1352,C,51,R,4,41,1097.78,20.3
317,U1352,C,51,R,4,41,1097.78,20.6
317,U1352,C,51,R,4,41,1097.78,21.9
317,U1352,C,52,R,1,130,1103.8,18.1
317,U1352,C,52,R,1,130,1103.8,18.3
317,U1352,C,52,R,1,130,1103.8,19.3
317,U1352,C,52,R,2,63,1104.53,18.3
317,U1352,C,52,R,2,63,1104.53,18.7
317,U1352,C,52,R,2,63,1104.53,18.2
317,U1352,C,53,R,1,9,1112.19,38.1
317,U1352,C,53,R,2,49,1114.03,20.8
317,U1352,C,53,R,2,49,1114.03,19.4
317,U1352,C,53,R,2,49,1114.03,19.7
317,U1352,C,54,R,2,53,1123.73,32.1
317,U1352,C,54,R,2,53,1123.73,31.9
317,U1352,C,54,R,2,53,1123.73,32.4
317,U1352,C,54,R,3,111,1125.79,23.1
317,U1352,C,54,R,3,111,1125.79,21.3
317,U1352,C,54,R,3,111,1125.79,21.7
317,U1352,C,55,R,2,89,1133.39,17.1
317,U1352,C,55,R,2,89,1133.39,19
317,U1352,C,55,R,2,89,1133.39,17.5
317,U1352,C,55,R,3,84,1134.84,31.6
317,U1352,C,55,R,3,84,1134.84,33.4
317,U1352,C,55,R,3,84,1134.84,32.2
317,U1352,C,55,R,4,34,1135.84,38.5
317,U1352,C,56,R,1,46,1141.36,37.5
317,U1352,C,56,R,1,112,1142.02,17.6
317,U1352,C,56,R,1,112,1142.02,17.8
317,U1352,C,56,R,1,112,1142.02,18.9
317,U1352,C,56,R,3,39,1144.17,16.7
317,U1352,C,56,R,3,39,1144.17,14.6
317,U1352,C,56,R,3,39,1144.17,14.2
317,U1352,C,56,R,4,99,1146.27,22.4
317,U1352,C,56,R,4,99,1146.27,21.4
317,U1352,C,56,R,4,99,1146.27,21.1
317,U1352,C,56,R,4,105,1146.33,26.5
317,U1352,C,57,R,1,25,1150.75,32.4
317,U1352,C,57,R,2,6,1152.06,26
317,U1352,C,57,R,2,6,1152.06,26.3
317,U1352,C,57,R,2,6,1152.06,26.9
317,U1352,C,57,R,3,44,1153.94,17.4
317,U1352,C,57,R,3,44,1153.94,17.7
317,U1352,C,57,R,3,44,1153.94,19
317,U1352,C,58,R,1,50,1160.6,28.5
317,U1352,C,58,R,1,50,1160.6,28.2
317,U1352,C,58,R,1,50,1160.6,29.4
317,U1352,C,58,R,3,38,1162.72,21.8
317,U1352,C,58,R,3,38,1162.72,21.5
317,U1352,C,58,R,3,38,1162.72,22.6
317,U1352,C,58,R,4,89,1164.16,39.6
317,U1352,C,59,R,1,147,1171.17,26.6
317,U1352,C,59,R,1,147,1171.17,27.4
317,U1352,C,59,R,1,147,1171.17,26.8
317,U1352,C,59,R,3,39,1173.09,26.5
317,U1352,C,59,R,3,39,1173.09,27.9
317,U1352,C,59,R,3,39,1173.09,25.9
317,U1352,C,59,R,5,75,1176.45,30.6
317,U1352,C,59,R,5,75,1176.45,29.5
317,U1352,C,59,R,5,75,1176.45,29.9
317,U1352,C,59,R,7,5,1178.75,30
317,U1352,C,59,R,7,5,1178.75,30.5
317,U1352,C,59,R,7,5,1178.75,31.7
317,U1352,C,60,R,1,69,1180.09,26.7
317,U1352,C,60,R,1,69,1180.09,28.4
317,U1352,C,60,R,1,69,1180.09,27.2
317,U1352,C,60,R,2,91,1181.81,22.1
317,U1352,C,60,R,2,91,1181.81,23.1
317,U1352,C,60,R,2,91,1181.81,22.3
317,U1352,C,60,R,4,68,1184.58,31.2
317,U1352,C,60,R,4,68,1184.58,29.5
317,U1352,C,60,R,4,68,1184.58,28.7
317,U1352,C,60,R,6,69,1187.59,30.6
317,U1352,C,60,R,6,69,1187.59,30.5
317,U1352,C,60,R,6,69,1187.59,30.9
317,U1352,C,61,R,1,7,1189.07,26.9
317,U1352,C,61,R,1,7,1189.07,27.4
317,U1352,C,61,R,1,7,1189.07,28.7
317,U1352,C,61,R,1,59,1189.59,27.7
317,U1352,C,61,R,1,59,1189.59,27.9
317,U1352,C,61,R,1,59,1189.59,28.2
317,U1352,C,61,R,1,139,1190.39,21.7
317,U1352,C,61,R,1,139,1190.39,23.7
317,U1352,C,61,R,1,139,1190.39,22.2
317,U1352,C,61,R,3,69,1192.69,27.6
317,U1352,C,61,R,3,69,1192.69,29.1
317,U1352,C,61,R,3,69,1192.69,28
317,U1352,C,61,R,5,51,1195.51,25.2
317,U1352,C,61,R,5,51,1195.51,25
317,U1352,C,61,R,5,51,1195.51,24.9
317,U1352,C,62,R,1,133,1199.93,28.1
317,U1352,C,62,R,1,133,1199.93,25.7
317,U1352,C,62,R,1,133,1199.93,24.9
317,U1352,C,62,R,3,134,1202.94,25.8
317,U1352,C,62,R,3,134,1202.94,26.4
317,U1352,C,62,R,3,134,1202.94,28
317,U1352,C,62,R,4,133,1204.43,29.6
317,U1352,C,62,R,4,133,1204.43,29.1
317,U1352,C,62,R,4,133,1204.43,30.5
317,U1352,C,62,R,6,31,1205.91,28.5
317,U1352,C,62,R,6,31,1205.91,28.1
317,U1352,C,62,R,6,31,1205.91,29.3
317,U1352,C,65,R,1,74,1222.14,22
317,U1352,C,65,R,1,74,1222.14,22.2
317,U1352,C,65,R,1,74,1222.14,22.8
317,U1352,C,70,R,1,109,1247.79,21.3
317,U1352,C,70,R,1,109,1247.79,23
317,U1352,C,70,R,1,109,1247.79,21.7
317,U1352,C,70,R,2,127,1249.47,20.4
317,U1352,C,70,R,2,127,1249.47,19.3
317,U1352,C,70,R,2,127,1249.47,19
317,U1352,C,70,R,4,44,1251.6,16.5
317,U1352,C,70,R,4,44,1251.6,17.4
317,U1352,C,70,R,4,44,1251.6,16.6
317,U1352,C,70,R,6,134,1255.5,21.4
317,U1352,C,71,R,1,85,1257.15,23.9
317,U1352,C,71,R,1,85,1257.15,22.7
317,U1352,C,71,R,1,85,1257.15,23
317,U1352,C,71,R,3,57,1259.87,25.6
317,U1352,C,71,R,3,57,1259.87,26.8
317,U1352,C,71,R,3,57,1259.87,25.9
317,U1352,C,71,R,5,60,1262.9,26.4
317,U1352,C,71,R,5,60,1262.9,26.9
317,U1352,C,71,R,5,60,1262.9,26.1
317,U1352,C,71,R,7,61,1265.91,22.7
317,U1352,C,71,R,7,61,1265.91,22.5
317,U1352,C,71,R,7,61,1265.91,23.1
317,U1352,C,72,R,1,25,1266.05,23
317,U1352,C,72,R,1,25,1266.05,24.4
317,U1352,C,72,R,1,25,1266.05,23.4
317,U1352,C,73,R,1,38,1275.38,22.2
317,U1352,C,73,R,1,38,1275.38,21.9
317,U1352,C,73,R,1,38,1275.38,21.8
317,U1352,C,73,R,2,14,1276.64,24.7
317,U1352,C,73,R,2,14,1276.64,24.5
317,U1352,C,73,R,2,14,1276.64,24.4
317,U1352,C,73,R,3,33,1278.33,22.8
317,U1352,C,73,R,3,33,1278.33,23
317,U1352,C,73,R,3,33,1278.33,23.6
317,U1352,C,73,R,5,69,1281.69,26.3
317,U1352,C,73,R,5,69,1281.69,25.7
317,U1352,C,73,R,5,69,1281.69,25.5
317,U1352,C,76,R,1,11,1304.01,27.9
317,U1352,C,76,R,1,11,1304.01,28
317,U1352,C,76,R,1,11,1304.01,28.2
317,U1352,C,77,R,1,60,1309,21.2
317,U1352,C,77,R,1,60,1309,21.9
317,U1352,C,77,R,1,60,1309,21.4
317,U1352,C,77,R,2,78,1310.68,23.5
317,U1352,C,77,R,2,78,1310.68,22.6
317,U1352,C,77,R,2,78,1310.68,22.8
317,U1352,C,78,R,1,127,1314.67,22.6
317,U1352,C,78,R,1,127,1314.67,22.9
317,U1352,C,78,R,1,127,1314.67,23.6
317,U1352,C,78,R,3,86,1317.2,18.8
317,U1352,C,78,R,3,86,1317.2,19
317,U1352,C,78,R,3,86,1317.2,19.9
317,U1352,C,78,R,4,63,1318.07,24.8
317,U1352,C,78,R,4,63,1318.07,24.9
317,U1352,C,78,R,4,63,1318.07,24.8
317,U1352,C,79,R,1,20,1318.1,21.3
317,U1352,C,79,R,1,20,1318.1,20.9
317,U1352,C,79,R,1,20,1318.1,21
317,U1352,C,79,R,2,12,1319.52,14.8
317,U1352,C,79,R,2,12,1319.52,15.8
317,U1352,C,79,R,2,12,1319.52,15.6
317,U1352,C,79,R,2,38,1319.78,19.7
317,U1352,C,79,R,2,38,1319.78,19.3
317,U1352,C,79,R,2,38,1319.78,21
317,U1352,C,80,R,1,78,1323.68,22.3
317,U1352,C,80,R,1,78,1323.68,22.4
317,U1352,C,80,R,1,78,1323.68,22.8
317,U1352,C,80,R,3,79,1326.69,22.2
317,U1352,C,80,R,3,79,1326.69,21.9
317,U1352,C,80,R,3,79,1326.69,23
317,U1352,C,81,R,1,79,1328.29,21.1
317,U1352,C,81,R,1,79,1328.29,20.7
317,U1352,C,81,R,1,79,1328.29,22.5
317,U1352,C,81,R,2,130,1330.3,27.1
317,U1352,C,81,R,2,130,1330.3,29.3
317,U1352,C,81,R,2,130,1330.3,27.7
317,U1352,C,82,R,1,23,1332.73,22.3
317,U1352,C,82,R,1,23,1332.73,23.9
317,U1352,C,82,R,1,23,1332.73,22.7
317,U1352,C,85,R,2,99,1349.19,19.1
317,U1352,C,85,R,2,99,1349.19,21.2
317,U1352,C,85,R,2,99,1349.19,18.6
317,U1352,C,85,R,3,19,1349.89,20.6
317,U1352,C,85,R,3,19,1349.89,22.6
317,U1352,C,85,R,3,19,1349.89,21
317,U1352,C,86,R,1,0,1351.7,21
317,U1352,C,86,R,1,0,1351.7,24.8
317,U1352,C,86,R,1,0,1351.7,20
317,U1352,C,85,R,4,79,1351.99,28
317,U1352,C,86,R,2,11,1353.27,17
317,U1352,C,86,R,2,11,1353.27,19.5
317,U1352,C,86,R,2,11,1353.27,17.5
317,U1352,C,87,R,1,133,1362.73,17.3
317,U1352,C,87,R,1,133,1362.73,21.5
317,U1352,C,87,R,1,133,1362.73,18.1
317,U1352,C,87,R,3,11,1364.51,17.9
317,U1352,C,87,R,3,11,1364.51,21.1
317,U1352,C,87,R,3,11,1364.51,18.5
317,U1352,C,87,R,5,23,1367.63,24.1
317,U1352,C,87,R,5,23,1367.63,25
317,U1352,C,87,R,5,23,1367.63,27.5
317,U1352,C,88,R,1,133,1372.33,26.2
317,U1352,C,88,R,1,133,1372.33,25.7
317,U1352,C,88,R,1,133,1372.33,27.5
317,U1352,C,88,R,2,54,1373.04,25.8
317,U1352,C,88,R,2,54,1373.04,29.7
317,U1352,C,88,R,2,54,1373.04,26.9
317,U1352,C,88,R,4,10,1375.6,23
317,U1352,C,88,R,4,10,1375.6,22.5
317,U1352,C,88,R,4,10,1375.6,24.4
317,U1352,C,88,R,6,45,1378.95,24.9
317,U1352,C,88,R,6,45,1378.95,24.7
317,U1352,C,88,R,6,45,1378.95,25.2
317,U1352,C,89,R,1,50,1381.1,28.5
317,U1352,C,89,R,1,50,1381.1,28.1
317,U1352,C,89,R,1,50,1381.1,28.3
317,U1352,C,89,R,2,67,1382.64,21.8
317,U1352,C,89,R,2,67,1382.64,22.7
317,U1352,C,89,R,2,67,1382.64,22
317,U1352,C,89,R,3,122,1384.64,18.8
317,U1352,C,89,R,3,122,1384.64,20.2
317,U1352,C,89,R,3,122,1384.64,19.1
317,U1352,C,89,R,4,13,1385.02,36.4
317,U1352,C,89,R,CC,18,1386,29.4
317,U1352,C,89,R,CC,18,1386,30.6
317,U1352,C,89,R,CC,18,1386,29.8
317,U1352,C,90,R,1,2,1390.22,12.8
317,U1352,C,90,R,1,2,1390.22,13.6
317,U1352,C,90,R,1,2,1390.22,12.9
317,U1352,C,90,R,2,57,1392.27,19
317,U1352,C,90,R,2,57,1392.27,20.8
317,U1352,C,90,R,2,57,1392.27,19.4
317,U1352,C,90,R,3,21,1393.41,20
317,U1352,C,90,R,3,21,1393.41,21.8
317,U1352,C,90,R,3,21,1393.41,20.4
317,U1352,C,91,R,1,126,1401.06,16.5
317,U1352,C,91,R,1,126,1401.06,14.2
317,U1352,C,91,R,1,126,1401.06,13.8
317,U1352,C,91,R,2,132,1402.52,18
317,U1352,C,91,R,2,132,1402.52,16.8
317,U1352,C,91,R,2,132,1402.52,16.5
317,U1352,C,91,R,4,136,1405.56,16.8
317,U1352,C,91,R,4,136,1405.56,17.6
317,U1352,C,91,R,4,136,1405.56,17
317,U1352,C,91,R,6,93,1407.93,12.5
317,U1352,C,91,R,6,93,1407.93,13.7
317,U1352,C,91,R,6,93,1407.93,13.6
317,U1352,C,91,R,7,62,1409.01,11.2
317,U1352,C,91,R,7,62,1409.01,10.9
317,U1352,C,91,R,7,62,1409.01,8.2
317,U1352,C,92,R,CC,9,1409.49,14.9
317,U1352,C,94,R,1,29,1428.89,19.1
317,U1352,C,94,R,1,29,1428.89,17.7
317,U1352,C,94,R,1,29,1428.89,17.9
317,U1352,C,94,R,3,63,1432.23,19.6
317,U1352,C,94,R,3,63,1432.23,18.6
317,U1352,C,94,R,3,63,1432.23,18.3
317,U1352,C,94,R,6,53,1436.63,30.6
317,U1352,C,94,R,7,34,1437.94,17.5
317,U1352,C,94,R,7,34,1437.94,17.5
317,U1352,C,94,R,7,34,1437.94,17.4
317,U1352,C,95,R,2,39,1440.19,20.4
317,U1352,C,95,R,2,39,1440.19,20.7
317,U1352,C,95,R,2,39,1440.19,21.9
317,U1352,C,95,R,3,82,1442.12,17.3
317,U1352,C,95,R,3,82,1442.12,17
317,U1352,C,95,R,3,82,1442.12,18.5
317,U1352,C,95,R,4,12,1442.92,17.2
317,U1352,C,95,R,4,12,1442.92,18.7
317,U1352,C,95,R,4,12,1442.92,16.8
317,U1352,C,95,R,5,84,1445.14,18.4
317,U1352,C,95,R,5,84,1445.14,17
317,U1352,C,95,R,5,84,1445.14,16.8
317,U1352,C,99,R,1,60,1477.6,16.5
317,U1352,C,99,R,1,60,1477.6,18.7
317,U1352,C,99,R,1,60,1477.6,16.8
317,U1352,C,102,R,CC,6,1496.46,21.4
317,U1352,C,102,R,CC,6,1496.46,21.2
317,U1352,C,102,R,CC,6,1496.46,22
317,U1352,C,103,R,1,60,1506.7,17.7
317,U1352,C,103,R,1,60,1506.7,20.2
317,U1352,C,103,R,1,60,1506.7,17.1
317,U1352,C,103,R,2,62,1508.22,21.7
317,U1352,C,103,R,2,62,1508.22,21
317,U1352,C,103,R,2,62,1508.22,21.1
317,U1352,C,103,R,3,42,1509.52,23.2
317,U1352,C,103,R,3,42,1509.52,21.7
317,U1352,C,103,R,3,42,1509.52,21.3
317,U1352,C,103,R,5,84,1512.94,18.4
317,U1352,C,103,R,5,84,1512.94,18.5
317,U1352,C,103,R,5,84,1512.94,19.2
317,U1352,C,103,R,7,29,1515.39,19.5
317,U1352,C,103,R,7,29,1515.39,18.5
317,U1352,C,103,R,7,29,1515.39,18.3
317,U1352,C,104,R,1,74,1516.54,17.9
317,U1352,C,104,R,3,74,1519.54,18.8
317,U1352,C,104,R,3,74,1519.54,16.2
317,U1352,C,104,R,3,74,1519.54,15.7
317,U1352,C,104,R,5,74,1522.54,16.9
317,U1352,C,105,R,1,69,1526.19,14.7
317,U1352,C,105,R,1,69,1526.19,15.7
317,U1352,C,105,R,1,69,1526.19,14.8
317,U1352,C,105,R,2,69,1527.69,12.3
317,U1352,C,105,R,2,69,1527.69,12.7
317,U1352,C,105,R,2,69,1527.69,16
317,U1352,C,105,R,3,69,1529.19,18.4
317,U1352,C,105,R,3,69,1529.19,17.8
317,U1352,C,105,R,3,69,1529.19,20.9
317,U1352,C,105,R,6,49,1533.22,19.8
317,U1352,C,106,R,1,44,1535.64,16.2
317,U1352,C,106,R,1,44,1535.64,16.4
317,U1352,C,106,R,1,44,1535.64,17.6
317,U1352,C,106,R,4,43,1540.13,16.1
317,U1352,C,106,R,4,43,1540.13,16
317,U1352,C,106,R,4,43,1540.13,16.2
317,U1352,C,106,R,5,39,1541.45,15.5
317,U1352,C,106,R,5,39,1541.45,15.3
317,U1352,C,106,R,5,39,1541.45,16.4
317,U1352,C,106,R,6,29,1542.35,26.3
317,U1352,C,107,R,2,7,1546.47,15
317,U1352,C,107,R,2,7,1546.47,16.5
317,U1352,C,107,R,2,7,1546.47,15.3
317,U1352,C,107,R,4,92,1550.32,16
317,U1352,C,107,R,4,92,1550.32,17.1
317,U1352,C,107,R,4,92,1550.32,16.2
317,U1352,C,107,R,6,65,1553.02,18
317,U1352,C,108,R,1,105,1555.65,15.4
317,U1352,C,108,R,1,105,1555.65,14.9
317,U1352,C,108,R,1,105,1555.65,18.1
317,U1352,C,108,R,3,14,1557.69,13.6
317,U1352,C,108,R,3,14,1557.69,12.5
317,U1352,C,108,R,3,14,1557.69,12.3
317,U1352,C,108,R,4,23,1558.93,36.2
317,U1352,C,109,R,1,60,1565,13.3
317,U1352,C,109,R,1,95,1565.35,7.4
317,U1352,C,109,R,1,95,1565.35,8.1
317,U1352,C,109,R,1,95,1565.35,7.3
317,U1352,C,109,R,2,50,1566.24,15.5
317,U1352,C,109,R,2,50,1566.24,16.6
317,U1352,C,109,R,2,50,1566.24,15.2
317,U1352,C,109,R,3,79,1568.03,23.8
317,U1352,C,109,R,3,79,1568.03,21.6
317,U1352,C,109,R,3,79,1568.03,21
317,U1352,C,110,R,1,106,1575.16,13.7
317,U1352,C,110,R,1,106,1575.16,12.6
317,U1352,C,110,R,1,106,1575.16,12.4
317,U1352,C,110,R,2,84,1576.41,9.1
317,U1352,C,110,R,2,84,1576.41,8.2
317,U1352,C,110,R,2,84,1576.41,8.1
317,U1352,C,110,R,3,5,1577.06,27.5
317,U1352,C,110,R,3,5,1577.06,27.3
317,U1352,C,110,R,3,5,1577.06,27.1
317,U1352,C,111,R,1,85,1584.65,26.6
317,U1352,C,111,R,1,85,1584.65,23.3
317,U1352,C,111,R,1,85,1584.65,24.1
317,U1352,C,111,R,3,46,1587.14,11.6
317,U1352,C,111,R,3,46,1587.14,11.7
317,U1352,C,111,R,3,46,1587.14,12.3
