HOLE:	U1508C
EXPEDITION:	371
TOP:	271.1869
BOTTOM:	671.2368
DEPTH_WMSF	LCAL
m	in
479.6700	10.24187
479.8224	10.24596
479.9748	10.24191
480.1272	10.24588
480.2796	10.24997
480.4320	10.27086
480.5844	10.2982
480.7368	10.31117
480.8892	10.30421
481.0416	10.29985
481.1940	10.29765
481.3464	10.30309
481.4988	10.30736
481.6512	10.30045
481.8036	10.30317
481.9560	10.29826
482.1084	10.2957
482.2608	10.29894
482.4132	10.29954
482.5656	10.32369
482.7180	10.30452
482.8704	10.32316
483.0228	10.23156
483.1752	9.957628
483.3276	9.916212
483.4800	9.898132
483.6324	9.894849
483.7848	9.898932
483.9372	9.892867
484.0896	9.900645
484.2420	9.894871
484.3944	9.894668
484.5468	9.898755
484.6992	9.896957
484.8516	9.904486
485.0040	9.893797
485.1564	9.893196
485.3088	9.899272
485.4612	9.89748
485.6136	9.906661
485.7660	9.896142
485.9184	9.895493
486.0708	9.897284
486.2232	9.895776
486.3756	9.9034
486.5280	9.897479
486.6804	9.893711
486.8328	9.900632
486.9852	9.899228
487.1376	9.900495
487.2900	9.899366
487.4424	9.895776
487.5948	9.893526
487.7472	9.89387
487.8996	9.900137
488.0520	9.899732
488.2044	9.895776
488.3568	9.897846
488.5092	9.897863
488.6616	9.900763
488.8140	9.901183
488.9664	9.895776
489.1188	9.897664
489.2712	9.898043
489.4236	9.904858
489.5760	9.907487
489.7284	9.895776
489.8808	9.899194
490.0332	9.900672
490.1856	9.902298
490.3380	9.905874
490.4904	9.895776
490.6428	9.898824
490.7952	9.901044
490.9476	9.900128
491.1000	9.901049
491.2524	9.8903
491.4048	9.897459
491.5572	9.897987
491.7096	9.895474
491.8620	9.899076
492.0144	9.891129
492.1668	9.901635
492.3192	9.903266
492.4716	9.899048
492.6240	9.904976
492.7764	9.895776
492.9288	9.897
493.0812	9.899743
493.2336	9.897596
493.3860	9.901388
493.5384	9.892488
493.6908	9.896572
493.8432	9.899128
493.9956	9.896525
494.1480	9.898431
494.3004	9.892378
494.4528	9.897197
494.6052	9.901907
494.7576	9.893027
494.9100	9.898547
495.0624	9.892321
495.2148	9.896434
495.3672	9.898605
495.5196	9.892284
495.6720	9.894998
495.8244	9.891389
495.9768	9.896375
496.1292	9.899314
496.2816	9.895776
496.4340	9.895776
496.5864	9.895776
496.7388	9.895776
496.8912	9.895776
497.0436	9.896294
497.1960	9.899389
497.3484	9.895776
497.5008	9.896742
497.6532	9.903073
497.8056	9.896695
497.9580	9.90312
498.1104	9.896648
498.2628	9.904016
498.4152	9.90319
498.5676	9.896278
498.7200	9.899639
498.8724	9.888292
499.0248	9.895409
499.1772	9.892018
499.3296	9.895776
499.4820	9.895444
499.6344	9.891975
499.7868	9.895776
499.9392	9.895776
500.0916	9.895776
500.2440	9.895776
500.3964	9.895776
500.5488	9.895519
500.7012	9.891901
500.8536	9.896003
501.0060	9.900339
501.1584	9.911077
501.3108	9.965817
501.4632	9.966133
501.6156	9.975523
501.7680	10.03615
501.9204	10.14525
502.0728	10.20478
502.2252	10.20446
502.3776	10.19454
502.5300	10.19643
502.6824	10.19272
502.8348	10.20468
502.9872	10.19958
503.1396	10.1966
503.2920	10.2006
503.4444	10.19661
503.5968	10.20472
503.7492	10.19451
503.9016	10.20478
504.0540	10.20889
504.2064	10.2007
504.3588	10.21291
504.5112	10.19466
504.6636	10.19651
504.8160	10.20059
504.9684	10.19662
505.1208	10.20864
505.2732	10.19482
505.4256	10.19648
505.5780	10.20054
505.7304	10.19667
505.8828	10.19952
506.0352	10.19666
506.1876	10.20444
506.3400	10.21266
506.4924	10.20123
506.6448	10.21437
506.7972	10.20922
506.9496	10.205
507.1020	10.21254
507.2544	10.20528
507.4068	10.21249
507.5592	10.20532
507.7116	10.20478
507.8640	10.21625
508.0164	10.2057
508.1688	10.20478
508.3212	10.20478
508.4736	10.20478
508.6260	10.20855
508.7784	10.20514
508.9308	10.21601
509.0832	10.20593
509.2356	10.20478
509.3880	10.20478
509.5404	10.19369
509.6928	10.21087
509.8452	10.1983
509.9976	10.19654
510.1500	10.20019
510.3024	10.19519
510.4548	10.21446
510.6072	10.19541
510.7596	10.23026
510.9120	10.29503
511.0644	10.30007
511.2168	10.31026
511.3692	10.30478
511.5216	10.30721
511.6740	10.30335
511.8264	10.30704
511.9788	10.31129
512.1312	10.30839
512.2836	10.30778
512.4360	10.31126
512.5884	10.30842
512.7408	10.31124
512.8932	10.30845
513.0456	10.30778
513.1980	10.31464
513.3504	10.30578
513.5028	10.31386
513.6552	10.30501
513.8076	10.30686
513.9600	10.30778
514.1124	10.30107
514.2648	10.30288
514.4172	10.29865
514.5696	10.30579
514.7220	10.30778
514.8744	10.30448
515.0268	10.30695
515.1792	10.30778
515.3316	10.31104
515.4840	10.30865
515.6364	10.30778
515.7888	10.30374
515.9412	10.30343
516.0936	10.31007
516.2460	10.3087
516.3984	10.30459
516.5508	10.3108
516.7032	10.30581
516.8556	10.31311
517.0080	10.3066
517.1604	10.30991
517.3128	10.31268
517.4652	10.30594
517.6176	10.31603
517.7700	10.30474
517.9224	10.30568
518.0748	10.32001
518.2272	10.3273
518.3796	10.34661
518.5320	10.33493
518.6844	10.33214
518.8368	10.34177
518.9892	10.33588
519.1416	10.33846
519.2940	10.33184
519.4464	10.32838
519.5988	10.33427
519.7512	10.33075
519.9036	10.33422
520.0560	10.33081
520.2084	10.33562
520.3608	10.33434
520.5132	10.32962
520.6656	10.33696
520.8180	10.33218
520.9704	10.33122
521.1228	10.33533
521.2752	10.34788
521.4276	10.36783
521.5800	10.36564
521.7324	10.38639
521.8848	10.41782
522.0372	10.4245
522.1896	10.43207
522.3420	10.42763
522.4944	10.42587
522.6468	10.42726
522.7992	10.42726
522.9516	10.43331
523.1040	10.42512
523.2564	10.4297
523.4088	10.43019
523.5612	10.4266
523.7136	10.42689
523.8660	10.42463
524.0184	10.43097
524.1708	10.42511
524.3232	10.42031
524.4756	10.42495
524.6280	10.42469
524.7804	10.45061
524.9328	10.47061
525.0852	10.32052
525.2376	10.17249
525.3900	10.13635
525.5424	10.13974
525.6948	10.14049
525.8472	10.13638
525.9996	10.14212
526.1520	10.13974
526.3044	10.13962
526.4568	10.14298
526.6092	10.14298
526.7616	10.14298
526.9140	10.13699
527.0664	10.13863
527.2188	10.14298
527.3712	10.14062
527.5236	10.14355
527.6760	10.13892
527.8284	10.14316
527.9808	10.14195
528.1332	10.13934
528.2856	10.14298
528.4380	10.14298
528.5904	10.14752
528.7428	10.1422
528.8952	10.13474
529.0476	10.13642
529.2000	10.1406
529.3524	10.14739
529.5048	10.14242
529.6572	10.13912
529.8096	10.14298
529.9620	10.14081
530.1144	10.14316
530.2668	10.14281
530.4192	10.14099
530.5716	10.14086
530.7240	10.16624
530.8764	10.20711
531.0288	10.21552
531.1812	10.21355
531.3336	10.2192
531.4860	10.21921
531.6384	10.22326
531.7908	10.22239
531.9432	10.22013
532.0956	10.21936
532.2480	10.21501
532.4004	10.21912
532.5528	10.21583
532.7052	10.21531
532.8576	10.21736
533.0100	10.21496
533.1624	10.21617
533.3148	10.21412
533.4672	10.22062
533.6196	10.22193
533.7720	10.2149
533.9244	10.22088
534.0768	10.22167
534.2292	10.22083
534.3816	10.16843
534.5340	10.0849
534.6864	10.07425
534.8388	10.08658
534.9912	10.11681
535.1436	10.16308
535.2960	10.18947
535.4484	10.19566
535.6008	10.19012
535.7532	10.1911
535.9056	10.19378
536.0580	10.18418
536.2104	10.18418
536.3628	10.18418
536.5152	10.19087
536.6676	10.19401
536.8200	10.18748
536.9724	10.18914
537.1248	10.18418
537.2772	10.19064
537.4296	10.19424
537.5820	10.18617
537.7344	10.18893
537.8868	10.18672
538.0392	10.18573
538.1916	10.18675
538.3440	10.18418
538.4964	10.18418
538.6488	10.18418
538.8012	10.18418
538.9536	10.18418
539.1060	10.18788
539.2584	10.19082
539.4108	10.18709
539.5632	10.18952
539.7156	10.18418
539.8680	10.19555
540.0204	10.21714
540.1728	10.21714
540.3252	10.21575
540.4776	10.21199
540.6300	10.21095
540.7824	10.21437
540.9348	10.21982
541.0872	10.22005
541.2396	10.21253
541.3920	10.22186
541.5444	10.22279
541.6968	10.21843
541.8492	10.21998
542.0016	10.21808
542.1540	10.21804
542.3064	10.21426
542.4588	10.21837
542.6112	10.22095
542.7636	10.21933
542.9160	10.21594
543.0684	10.21539
543.2208	10.22009
543.3732	10.21801
543.5256	10.21937
543.6780	10.216
543.8304	10.21527
543.9828	10.22098
544.1352	10.2205
544.2876	10.21907
544.4400	10.2141
544.5924	10.21714
544.7448	10.21793
544.8972	10.22049
545.0496	10.22126
545.2020	10.22126
545.3544	10.22101
545.5068	10.22148
545.6592	10.2234
545.8116	10.21811
545.9640	10.2174
546.1164	10.20597
546.2688	10.21252
546.4212	10.21754
546.5736	10.20753
546.7260	10.22348
546.8784	10.24777
547.0308	10.25245
547.1832	10.24598
547.3356	10.24705
547.4880	10.25007
547.6404	10.24598
547.7928	10.24598
547.9452	10.24517
548.0976	10.24367
548.2500	10.24934
548.4024	10.24499
548.5548	10.25604
548.7072	10.24598
548.8596	10.24785
549.0120	10.25443
549.1644	10.24598
549.3168	10.24598
549.4692	10.24598
549.6216	10.24684
549.7740	10.25028
549.9264	10.24664
550.0788	10.24944
550.2312	10.24598
550.3836	10.24598
550.5360	10.24598
550.6884	10.24537
550.8408	10.24246
550.9932	10.24745
551.1456	10.25484
551.2980	10.24598
551.4504	10.24598
551.6028	10.24598
551.7552	10.24705
551.9076	10.2537
552.0600	10.24959
552.2124	10.24697
552.3648	10.25324
552.5172	10.24692
552.6696	10.2533
552.8220	10.24643
552.9744	10.25021
553.1268	10.2506
553.2792	10.24721
553.4316	10.25713
553.5840	10.24598
553.7364	10.24646
553.8888	10.25067
554.0412	10.24598
554.1936	10.24598
554.3460	10.24598
554.4984	10.24662
554.6508	10.25359
554.8032	10.24658
554.9556	10.25364
555.1080	10.24625
555.2604	10.2501
555.4128	10.24984
555.5652	10.24598
555.7176	10.24569
555.8700	10.24199
556.0224	10.26162
556.1748	10.24598
556.3272	10.24598
556.4796	10.24598
556.6320	10.2463
556.7844	10.25391
556.9368	10.24612
557.0892	10.25013
557.2416	10.25098
557.3940	10.2465
557.5464	10.26658
557.6988	10.26658
557.8512	10.26666
558.0036	10.27166
558.1560	10.26668
558.3084	10.27474
558.4608	10.2666
558.6132	10.2707
558.7656	10.27069
558.9180	10.26658
559.0704	10.26658
559.2228	10.26658
559.3752	10.27882
559.5276	10.26673
559.6800	10.26658
559.8324	10.27465
559.9848	10.26675
560.1372	10.27462
560.2896	10.27081
560.4420	10.27868
560.5944	10.27694
560.7468	10.27092
560.8992	10.28259
561.0516	10.26723
561.2040	10.27446
561.3564	10.27678
561.5088	10.271
561.6612	10.28243
561.8136	10.27138
561.9660	10.27167
562.1184	10.26689
562.2708	10.26658
562.4232	10.27427
562.5756	10.26715
562.7280	10.27423
562.8804	10.26718
563.0328	10.26658
563.1852	10.27131
563.3376	10.26701
563.4900	10.27412
563.6424	10.2673
563.7948	10.26658
563.9472	10.26658
564.0996	10.26658
564.2520	10.27772
564.4044	10.27524
564.5568	10.28127
564.7092	10.29031
564.8616	10.28396
565.0140	10.2794
565.1664	10.29078
565.3188	10.32048
565.4712	10.34236
565.6236	10.3629
565.7760	10.41222
565.9284	10.42977
566.0808	10.4421
566.2332	10.43305
566.3856	10.43138
566.5380	10.43138
566.6904	10.43138
566.8428	10.43489
566.9952	10.43199
567.1476	10.43138
567.3000	10.43573
567.4524	10.40092
567.6048	10.33541
567.7572	10.31478
567.9096	10.3052
568.0620	10.25567
568.2144	10.24598
568.3668	10.25278
568.5192	10.24744
568.6716	10.24598
568.8240	10.11115
568.9764	10.0711
569.1288	10.14986
569.2812	10.16456
569.4336	10.17023
569.5860	10.15857
569.7384	10.10838
569.8908	10.09087
570.0432	10.08286
570.1956	10.08444
570.3480	10.08205
570.5004	10.08118
570.6528	10.08118
570.8052	10.08118
570.9576	10.0876
571.1100	10.08702
571.2624	10.08871
571.4148	10.08624
571.5672	10.0853
571.7196	10.09396
571.8720	10.08486
572.0244	10.09368
572.1768	10.08518
572.3292	10.08118
572.4816	10.08891
572.6340	10.08378
572.7864	10.08732
572.9388	10.08329
573.0912	10.0926
573.2436	10.08525
573.3960	10.08118
573.5484	10.08419
573.7008	10.0823
573.8532	10.08492
574.0056	10.0826
574.1580	10.08118
574.3104	10.1048
574.4628	10.14211
574.6152	10.17822
574.7676	10.18537
574.9200	10.19873
575.0724	10.29757
575.2248	10.48968
575.3772	10.65565
575.5296	10.69918
575.6820	10.70489
575.8344	10.70174
575.9868	10.70201
576.1392	10.70612
576.2916	10.68497
576.4440	10.57594
576.5964	10.51879
576.7488	10.51378
576.9012	10.51378
577.0536	10.47527
577.2060	10.45336
577.3584	10.43833
577.5108	10.4341
577.6632	10.4355
577.8156	10.43281
577.9680	10.43406
578.1204	10.43283
578.2728	10.43669
578.4252	10.43433
578.5776	10.43138
578.7300	10.43926
578.8824	10.43589
579.0348	10.43658
579.1872	10.44739
579.3396	10.45198
579.4920	10.45712
579.6444	10.45511
579.7968	10.46723
579.9492	10.4615
580.1016	10.46207
580.2540	10.46345
580.4064	10.45835
580.5588	10.46894
580.7112	10.4668
580.8636	10.46515
581.0160	10.466
581.1684	10.46007
581.3208	10.46138
581.4732	10.46192
581.6256	10.46503
581.7780	10.46487
581.9304	10.4587
582.0828	10.46322
582.2352	10.46374
582.3876	10.46433
582.5400	10.46101
582.6924	10.46308
582.8448	10.46382
582.9972	10.46252
583.1496	10.46606
583.3020	10.46116
583.4544	10.45837
583.6068	10.46417
583.7592	10.48596
583.9116	10.51037
584.0640	10.51122
584.2164	10.50333
584.3688	10.50802
584.5212	10.51159
584.6736	10.50748
584.8260	10.50337
584.9784	10.50142
585.1308	10.50249
585.2832	10.50241
585.4356	10.50566
585.5880	10.51388
585.7404	10.52209
585.8928	10.5251
586.0452	10.52719
586.1976	10.5282
586.3500	10.53434
586.5024	10.53599
586.6548	10.52568
586.8072	10.50183
586.9596	10.47881
587.1120	10.47471
587.2644	10.47258
587.4168	10.47456
587.5692	10.47474
587.7216	10.47258
587.8740	10.47742
588.0264	10.47806
588.1788	10.47258
588.3312	10.47448
588.4836	10.48426
588.6360	10.48941
588.7884	10.48494
588.9408	10.49051
589.0932	10.48992
589.2456	10.48403
589.3980	10.48848
589.5504	10.48544
589.7028	10.48981
589.8552	10.4956
590.0076	10.49025
590.1600	10.48965
590.3124	10.48669
590.4648	10.4908
590.6172	10.48885
590.7696	10.49063
590.9220	10.49799
591.0744	10.48809
591.2268	10.46903
591.3792	10.45198
591.5316	10.45531
591.6840	10.44702
591.8364	10.40637
591.9888	10.37432
592.1412	10.36883
592.2936	10.36937
592.4460	10.37398
592.5984	10.36055
592.7508	10.36164
592.9032	10.36702
593.0556	10.37112
593.2080	10.36832
593.3604	10.3631
593.5128	10.36806
593.6652	10.36696
593.8176	10.36958
593.9700	10.36661
594.1224	10.36281
594.2748	10.364
594.4272	10.36423
594.5796	10.36778
594.7320	10.36621
594.8844	10.37099
595.0368	10.3695
595.1892	10.36759
595.3416	10.37506
595.4940	10.36682
595.6464	10.36687
595.7988	10.36268
595.9512	10.36679
596.1036	10.36694
596.2560	10.36265
596.4084	10.36416
596.5608	10.3623
596.7132	10.37116
596.8656	10.38863
597.0180	10.39945
597.1704	10.40819
597.3228	10.40676
597.4752	10.4169
597.6276	10.42162
597.7800	10.42726
597.9324	10.42693
598.0848	10.42656
598.2372	10.42726
598.3896	10.42594
598.5420	10.42579
598.6944	10.42971
598.8468	10.4279
598.9992	10.42738
599.1516	10.42304
599.3040	10.42869
599.4564	10.41403
599.6088	10.38823
599.7612	10.36963
599.9136	10.36678
600.0660	10.36656
600.2184	10.3387
600.3708	10.33111
600.5232	10.33387
600.6756	10.32838
600.8280	10.33529
600.9804	10.48745
601.1328	11.32608
601.2852	11.82571
601.4376	10.50979
601.5900	10.27339
601.7424	10.26938
601.8948	10.27341
602.0472	10.26929
602.1996	10.26941
602.3520	10.27198
602.5044	10.27227
602.6568	10.27735
602.8092	10.26658
602.9616	10.26944
603.1140	10.27195
603.2664	10.26658
603.4188	10.26658
603.5712	10.26802
603.7236	10.26925
603.8760	10.26658
604.0284	10.27023
604.1808	10.27322
604.3332	10.27244
604.4856	10.28012
604.6380	10.2763
604.7904	10.2745
604.9428	10.26806
605.0952	10.27515
605.2476	10.27859
605.4000	10.27107
605.5524	10.2624
605.7048	10.24598
605.8572	10.25799
606.0096	10.39331
606.1620	10.60805
606.3144	10.73269
606.4668	10.96832
606.6192	11.10276
606.7716	11.19335
606.9240	11.4604
607.0764	11.23876
607.2288	10.53506
607.3812	10.67156
607.5336	10.63262
607.6860	10.63481
607.8384	10.63738
607.9908	10.63738
608.1432	10.66272
608.2956	10.79593
608.4480	10.7583
608.6004	10.45198
608.7528	10.45592
608.9052	10.45834
609.0576	10.45672
609.2100	10.45958
609.3624	10.45515
609.5148	10.45704
609.6672	10.45198
609.8196	10.45518
609.9720	10.45701
610.1244	10.45399
610.2768	10.45351
610.4292	10.44947
610.5816	10.45198
610.7340	10.45198
610.8864	10.45036
611.0388	10.44948
611.1912	10.46015
611.3436	10.47585
611.4960	10.56556
611.6484	10.55807
611.8008	10.46346
611.9532	10.80927
612.1056	11.08525
612.2580	11.10195
612.4104	11.05794
612.5628	10.77085
612.7152	10.78512
612.8676	11.49601
613.0200	11.41782
613.1724	10.61503
613.3248	10.37523
613.4772	10.56833
613.6296	10.88126
613.7820	10.9745
613.9344	10.97424
614.0868	10.93971
614.2392	10.69481
614.3916	10.38544
614.5440	10.36691
614.6964	10.36915
614.8488	10.36477
615.0012	10.37475
615.1536	10.48275
615.3060	10.9922
615.4584	11.47658
615.6108	11.39559
615.7632	11.30708
615.9156	11.27127
616.0680	11.05273
616.2204	10.84985
616.3728	10.8112
616.5252	10.70967
616.6776	10.6827
616.8300	10.43373
616.9824	10.43581
617.1348	10.43724
617.2872	10.43138
617.4396	10.43673
617.5920	10.43837
617.7444	10.43496
617.8968	10.43962
618.0492	10.57996
618.2016	10.63493
618.3540	10.47619
618.5064	10.48625
618.6588	10.48956
618.8112	10.4863
618.9636	10.49031
619.1160	10.49318
619.2684	10.49501
619.4208	10.52976
619.5732	10.7378
619.7256	10.79744
619.8780	10.50554
620.0304	10.37416
620.1828	10.37612
620.3352	10.37225
620.4876	10.36174
620.6400	10.3628
620.7924	10.36585
620.9448	10.36507
621.0972	10.36958
621.2496	10.36488
621.4020	10.3621
621.5544	10.37299
621.7068	10.55002
621.8592	10.7543
622.0116	10.57715
622.1640	10.36703
622.3164	10.38701
622.4688	10.40635
622.6212	10.37495
622.7736	10.33496
622.9260	10.33278
623.0784	10.32838
623.2308	10.40785
623.3832	10.55956
623.5356	10.77001
623.6880	10.63971
623.8404	10.30661
623.9928	10.30343
624.1452	10.30583
624.2976	10.30561
624.4500	10.30533
624.6024	10.30507
624.7548	10.30582
624.9072	10.30562
625.0596	10.30285
625.2120	10.48819
625.3644	10.68121
625.5168	10.50391
625.6692	10.32838
625.8216	10.33236
625.9740	10.33662
626.1264	10.33861
626.2788	10.34972
626.4312	10.36629
626.5836	10.36366
626.7360	10.33503
626.8884	10.31199
627.0408	10.30778
627.1932	10.30778
627.3456	10.30778
627.4980	10.31031
627.6504	10.32055
627.8028	10.33246
627.9552	10.34019
628.1076	10.35659
628.2600	10.37367
628.4124	10.3528
628.5648	10.32838
628.7172	10.32838
628.8696	10.36206
629.0220	10.41254
629.1744	10.4228
629.3268	10.42581
629.4792	10.42057
629.6316	10.43315
629.7840	10.42713
629.9364	10.77065
630.0888	10.33094
630.2412	10.32838
630.3936	10.32838
630.5460	10.32998
630.6984	10.33928
630.8508	10.35909
631.0032	10.60443
631.1556	10.92634
631.3080	10.67107
631.4604	10.58048
631.6128	10.72966
631.7652	11.39919
631.9176	11.33483
632.0700	10.86701
632.2224	10.86065
632.3748	10.85016
632.5272	10.83706
632.6796	10.87273
632.8320	10.75019
632.9844	10.23729
633.1368	10.20989
633.2892	10.21312
633.4416	10.21712
633.5940	10.21306
633.7464	10.21504
633.8988	10.22511
634.0512	10.21342
634.2036	10.22093
634.3560	10.21047
634.5084	10.22842
634.6608	10.24497
634.8132	10.24598
634.9656	10.2536
635.1180	10.29197
635.2704	10.20543
635.4228	10.17608
635.5752	10.17572
635.7276	10.38073
635.8800	11.95795
636.0324	13.63501
636.1848	14.05064
636.3372	14.24096
636.4896	14.93972
636.6420	16.57947
636.7944	17.16621
636.9468	15.12511
637.0992	12.64572
637.2516	11.25143
637.4040	11.40024
637.5564	11.7597
637.7088	11.83112
637.8612	11.82894
638.0136	11.63202
638.1660	10.55109
638.3184	10.24719
638.4708	10.25223
638.6232	10.24803
638.7756	10.24598
638.9280	10.24902
639.0804	10.27717
639.2328	10.79328
639.3852	11.10855
639.5376	10.67451
639.6900	10.32931
639.8424	10.26658
639.9948	10.26941
640.1472	10.26509
640.2996	10.26523
640.4520	10.26658
640.6044	10.27201
640.7568	10.27281
640.9092	10.26575
641.0616	10.26246
641.2140	10.26505
641.3664	10.2762
641.5188	10.26743
641.6712	10.26335
641.8236	10.26905
641.9760	10.26825
642.1284	10.2696
642.2808	10.26874
642.4332	10.27129
642.5856	10.27016
642.7380	10.26658
642.8904	10.26885
643.0428	10.26846
643.1952	10.27542
643.3476	10.27437
643.5000	10.26658
643.6524	10.269
643.8048	10.27307
643.9572	10.27151
644.1096	10.26658
644.2620	10.27
644.4144	10.29712
644.5668	10.33508
644.7192	10.26536
644.8716	10.12539
645.0240	10.13667
645.1764	10.13114
645.3288	10.13512
645.4812	10.13815
645.6336	10.12664
645.7860	10.13261
645.9384	10.12285
646.0908	10.1679
646.2432	11.09512
646.3956	13.1679
646.5480	14.07467
646.7004	14.18507
646.8528	14.18677
647.0052	14.06521
647.1576	12.98872
647.3100	11.37158
647.4624	10.47659
647.6148	10.30842
647.7672	10.30966
647.9196	10.30987
648.0720	10.30605
648.2244	10.40644
648.3768	10.93183
648.5292	11.7436
648.6816	11.52724
648.8340	10.26355
648.9864	10.2089
649.1388	10.21034
649.2912	10.2163
649.4436	10.22058
649.5960	10.21714
649.7484	10.21694
649.9008	10.2147
650.0532	10.20901
650.2056	10.21299
650.3580	10.21006
650.5104	10.20898
650.6628	10.20523
650.8152	10.22239
650.9676	10.21523
651.1200	10.21869
651.2724	10.221
651.4248	10.20942
651.5772	10.20478
651.7296	10.20478
651.8820	10.21491
652.0344	10.42925
652.1868	10.38323
652.3392	10.22497
652.4916	10.22164
652.6440	10.22031
652.7964	10.2236
652.9488	10.21924
653.1012	10.22346
653.2536	10.22815
653.4060	10.24834
653.5584	10.21198
653.7108	10.21029
653.8632	10.2054
654.0156	10.20478
654.1680	10.20433
654.3204	10.20232
654.4728	10.20467
654.6252	10.19685
654.7776	10.26542
654.9300	10.264
655.0824	10.20618
655.2348	10.20168
655.3872	10.21109
655.5396	10.20143
655.6920	10.20456
655.8444	10.19851
655.9968	10.21563
656.1492	10.22538
656.3016	10.22538
656.4540	10.22538
656.6064	10.26356
656.7588	10.30236
656.9112	10.30778
657.0636	10.30778
657.2160	10.30778
657.3684	10.51559
657.5208	10.41678
657.6732	10.28029
657.8256	10.24801
657.9780	10.25514
658.1304	10.24598
658.2828	10.24598
658.4352	10.25057
658.5876	10.22667
658.7400	10.20019
658.8924	10.19883
659.0448	10.19435
659.1972	10.20482
659.3496	10.22402
659.5020	10.22262
659.6544	10.21886
659.8068	10.21621
659.9592	10.2245
660.1116	10.23821
660.2640	10.22695
660.4164	10.21852
660.5688	10.21896
660.7212	10.22631
660.8736	10.2233
661.0260	10.22311
661.1784	10.22261
661.3308	10.21943
661.4832	10.22069
661.6356	10.22309
661.7880	10.22538
661.9404	10.22997
662.0928	10.23763
662.2452	10.2414
662.3976	10.23956
662.5500	10.23544
662.7024	10.23591
662.8548	10.23659
663.0072	10.23224
663.1596	10.21113
663.3120	10.18966
663.4644	10.18647
663.6168	10.186
663.7692	10.18877
663.9216	10.17864
664.0740	10.16254
664.2264	10.16129
664.3788	10.15899
664.5312	10.17141
664.6836	10.16124
664.8360	10.14298
664.9884	10.14068
665.1408	10.13656
665.2932	10.13359
665.4456	10.13153
665.5980	10.13062
665.7504	10.11455
665.9028	10.10178
666.0552	10.10407
666.2076	10.1036
666.3600	10.10178
666.5124	10.09948
666.6648	10.09995
666.8172	10.10178
666.9696	10.09891
667.1220	10.0972
667.2744	10.09307
667.4268	10.07796
667.5792	10.039
667.7316	10.00608
667.8840	9.987295
668.0364	9.982764
668.1888	9.987563
668.3412	9.987329
668.4936	9.981825
668.6460	9.985058
668.7984	9.985952
668.9508	9.980003
669.1032	9.978177
669.2556	9.978177
669.4080	9.983906
669.5604	9.982743
669.7128	9.980472
669.8652	9.985742
670.0176	9.982741
670.1700	9.978177
670.3224	9.978177
670.4748	9.985065
670.6272	9.983656
670.7796	9.985818
670.9320	9.984265
671.0844	9.979375
671.2368	9.97913

